,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Michael Bliss Singer. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
10,400,pub.1047204649,10.1016/j.scitotenv.2016.03.005,26994752,,Hydrologic indicators of hot spots and hot moments of mercury methylation potential along river corridors,The Science of The Total Environment,,"California; Environmental Monitoring; Floods; Gold; History, 20th Century; History, 21st Century; Hydrology; Mercury; Methylation; Methylmercury Compounds; Mining; Models, Chemical; Rivers; Water Pollutants, Chemical",2016-10,2016,568,Regul. River. 16 2000,697-711,All OA; Gold,Article,"Singer, Michael Bliss; Harrison, Lee R.; Donovan, Patrick M.; Blum, Joel D.; Marvin-DiPasquale, Mark","Singer, Michael Bliss","Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Harrison, Lee R. (University of California, Santa Barbara); Donovan, Patrick M. (University of Michigan); Blum, Joel D. (University of Michigan); Marvin-DiPasquale, Mark (United States Geological Survey)",16,7,1.45,3.95,https://manuscript.elsevier.com/S0048969716304296/pdf/S0048969716304296.pdf,https://app.dimensions.ai/details/publication/pub.1047204649,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
11,400,pub.1007801182,10.1016/j.scitotenv.2016.04.139,27234290,,Methylmercury degradation and exposure pathways in streams and wetlands impacted by historical mining,The Science of The Total Environment,,"Animals; California; Environmental Exposure; Environmental Monitoring; Fishes; Geologic Sediments; Invertebrates; Mercury; Methylmercury Compounds; Mining; Rivers; Water Pollutants, Chemical; Wetlands",2016-10,2016,568,Environ. Sci. Technol. 44 2010,1192-1203,All OA; Gold,Article,"Donovan, Patrick M.; Blum, Joel D.; Singer, Michael Bliss; Marvin-DiPasquale, Mark; Tsui, Martin T.K.","Donovan, Patrick M.","Donovan, Patrick M. (University of Michigan); Blum, Joel D. (University of Michigan); Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Marvin-DiPasquale, Mark (United States Geological Survey); Tsui, Martin T.K. (University of North Carolina at Greensboro)",7,4,0.45,1.59,https://manuscript.elsevier.com/S0048969716308415/pdf/S0048969716308415.pdf,https://app.dimensions.ai/details/publication/pub.1007801182,04 Earth Sciences; 0402 Geochemistry,04 Earth Sciences,0402 Geochemistry,,,
12,100,pub.1025919716,10.1002/eco.1730,,,Sub‐annual variability in historical water source use by Mediterranean riparian trees,Ecohydrology,,,2016-10,2016,9,7,1328-1345,All OA; Gold,Article,"Sargeant, Christopher I.; Singer, Michael Bliss",,"Sargeant, Christopher I. (University of St Andrews); Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara)",14,9,,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/eco.1730,https://app.dimensions.ai/details/publication/pub.1025919716,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
13,400,pub.1055088357,10.1021/acs.est.5b04413,26789018,,Isotopic Composition of Inorganic Mercury and Methylmercury Downstream of a Historical Gold Mining Region.,Environmental Science & Technology,,"Animals; California; Chemical Fractionation; Environmental Pollutants; Estuaries; Food Chain; Gold; Lakes; Mercury; Methylmercury Compounds; Mining; Rivers; Water Pollutants, Chemical",2016-02-16,2016,50,4,1691-702,"All OA; Green, Accepted & Submitted",Article,"Donovan, Patrick M; Blum, Joel D; Singer, Michael Bliss; Marvin-DiPasquale, Mark; Tsui, Martin T K",,"Donovan, Patrick M (University of Michigan); Blum, Joel D (University of Michigan); Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Marvin-DiPasquale, Mark (United States Geological Survey); Tsui, Martin T K (University of North Carolina at Greensboro)",19,12,2.03,4.61,https://research-repository.st-andrews.ac.uk/bitstream/10023/10141/1/Donovan_etal_2016.pdf,https://app.dimensions.ai/details/publication/pub.1055088357,04 Earth Sciences; 0602 Ecology; 06 Biological Sciences; 0402 Geochemistry,04 Earth Sciences,0602 Ecology,06 Biological Sciences,0402 Geochemistry,
14,100,pub.1045943717,10.1016/j.geomorph.2015.07.037,,,The impact of the streamflow hydrograph on sediment supply from terrace erosion,Geomorphology,,,2015-11,2015,248,,475-488,All OA; Gold,Article,"Higson, John Lee; Singer, Michael Bliss","Singer, Michael Bliss","Higson, John Lee (University of St Andrews); Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara)",6,3,,1.17,https://doi.org/10.1016/j.geomorph.2015.07.037,https://app.dimensions.ai/details/publication/pub.1045943717,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
15,100,pub.1028039253,10.1002/2014gl062482,,,Hydrologic versus geomorphic drivers of trends in flood hazard,Geophysical Research Letters,,,2015-01-28,2015,42,2,370-376,"All OA; Green, Published",Article,"Slater, Louise J.; Singer, Michael Bliss; Kirchner, James W.",,"Slater, Louise J. (University of St Andrews; Queen Mary University of London); Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Kirchner, James W. (Swiss Federal Institute of Technology in Zurich)",56,25,,13.82,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014GL062482,https://app.dimensions.ai/details/publication/pub.1028039253,0905 Civil Engineering; 09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0905 Civil Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,
16,100,pub.1012904126,10.1007/978-1-4939-2380-9_4,,,"Impact Scales of Fluvial Response to Management along the Sacramento River, California, USA: Transience Versus Persistence",,Geomorphic Approaches to Integrated Floodplain Management of Lowland Fluvial Systems in North America and Europe,,2015,2015,,,53-85,Closed,Chapter,"Singer, Michael Bliss","Singer, Michael Bliss","Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1012904126,0602 Ecology; 0502 Environmental Science and Management; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences
17,100,pub.1021383219,10.1130/g36267.1,,,How is topographic simplicity maintained in ephemeral dryland channels?,Geology,,,2014-12,2014,42,12,1091-1094,Closed,Article,"Singer, Michael Bliss; Michaelides, Katerina",,"Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Michaelides, Katerina (University of Bristol; University of California, Santa Barbara)",16,8,,2.48,,https://app.dimensions.ai/details/publication/pub.1021383219,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
18,100,pub.1017343961,10.1002/2013jf002959,,,"Impact of coarse sediment supply from hillslopes to the channel in runoff‐dominated, dryland fluvial systems",Journal of Geophysical Research Earth Surface,,,2014-06,2014,119,6,1205-1221,"All OA; Green, Published",Article,"Michaelides, Katerina; Singer, Michael Bliss",,"Michaelides, Katerina (University of Bristol); Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara)",18,6,,2.79,https://research-repository.st-andrews.ac.uk/bitstream/10023/5844/1/Singer_2014_JGRES_Impact.pdf,https://app.dimensions.ai/details/publication/pub.1017343961,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
19,400,pub.1031235265,10.1002/2014wr015581,25506099,PMC4258096,"Floodplain ecohydrology: Climatic, anthropogenic, and local physical controls on partitioning of water sources to riparian trees",Water Resources Research,,,2014-05,2014,50,5,4490-4513,All OA; Gold,Article,"Singer, Michael Bliss; Sargeant, Christopher I.; Piégay, Hervé; Riquier, Jérémie; Wilson, Rob J. S.; Evans, Cristina M.",,"Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Sargeant, Christopher I. (University of St Andrews); Piégay, Hervé (University of Lyon System); Riquier, Jérémie (University of Lyon System); Wilson, Rob J. S. (University of St Andrews); Evans, Cristina M. (University of St Andrews)",27,12,0,8.92,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014WR015581,https://app.dimensions.ai/details/publication/pub.1031235265,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
20,400,pub.1023853214,10.1073/pnas.1302295110,24167273,PMC3831998,Enduring legacy of a toxic fan via episodic redistribution of California gold mining debris,Proceedings of the National Academy of Sciences,,"California; Environmental Pollution; Food Chain; Geography; Geologic Sediments; Gold; Humans; Lead; Mining; Models, Chemical; Waste Products; Water Movements",2013-11-12,2013,110,46,18436-18441,All OA; Gold,Article,"Singer, Michael Bliss; Aalto, Rolf; James, L. Allan; Kilham, Nina E.; Higson, John L.; Ghoshal, Subhajit",,"Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Aalto, Rolf (University of Exeter); James, L. Allan (); Kilham, Nina E. (Sonoma State University); Higson, John L. (University of St Andrews); Ghoshal, Subhajit (Air Products & Chemicals (United States))",45,11,1.76,6.62,http://www.pnas.org/content/110/46/18436.full.pdf,https://app.dimensions.ai/details/publication/pub.1023853214,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
21,100,pub.1036815361,10.1016/j.chemgeo.2013.04.017,,,An isotopic record of mercury in San Francisco Bay sediment,Chemical Geology,,,2013-06,2013,349,,87-98,Closed,Article,"Donovan, Patrick M.; Blum, Joel D.; Yee, Donald; Gehrke, Gretchen E.; Singer, Michael B.","Donovan, Patrick M.","Donovan, Patrick M. (University of Michigan); Blum, Joel D. (University of Michigan); Yee, Donald (); Gehrke, Gretchen E. (University of Michigan); Singer, Michael B. (University of St Andrews; University of California, Santa Barbara)",46,11,,6.62,,https://app.dimensions.ai/details/publication/pub.1036815361,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
22,100,pub.1026382790,10.1002/eco.1283,,,Contrasting water‐uptake and growth responses to drought in co‐occurring riparian tree species,Ecohydrology,,,2013-06,2013,6,3,402-412,All OA; Gold,Article,"Singer, Michael Bliss; Stella, John C.; Dufour, Simon; Piégay, Hervé; Wilson, Rob J.S.; Johnstone, Laura",,"Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Stella, John C. (SUNY College of Environmental Science and Forestry); Dufour, Simon (University of Rennes 2); Piégay, Hervé (University of Lyon System); Wilson, Rob J.S. (University of St Andrews); Johnstone, Laura (SUNY College of Environmental Science and Forestry)",39,14,,6.69,http://dx.doi.org/10.1002/eco.1283,https://app.dimensions.ai/details/publication/pub.1026382790,0607 Plant Biology; 0602 Ecology; 06 Biological Sciences,0607 Plant Biology,0602 Ecology,06 Biological Sciences,,
23,100,pub.1020331142,10.1130/g34070.1,,,"Imprint of climate and climate change in alluvial riverbeds: Continental United States, 1950-2011",Geology,,,2013-05,2013,41,5,595-598,All OA; Gold,Article,"Slater, Louise J.; Singer, Michael Bliss",,"Slater, Louise J. (University of St Andrews); Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara)",23,6,,3.39,https://pubs.geoscienceworld.org/gsa/geology/article-pdf/41/5/595/3545626/595.pdf,https://app.dimensions.ai/details/publication/pub.1020331142,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
24,100,pub.1031888243,10.1029/2011wr010391,,,"Remote sensing of suspended sediment concentration during turbid flood conditions on the Feather River, California—A modeling approach",Water Resources Research,,,2012-01,2012,48,1,,All OA; Gold,Article,"Kilham, Nina E.; Roberts, Dar; Singer, Michael B.",,"Kilham, Nina E. (University of California, Santa Barbara); Roberts, Dar (University of California, Santa Barbara); Singer, Michael B. (University of St Andrews; University of California, Santa Barbara)",19,5,,5.72,http://onlinelibrary.wiley.com/doi/10.1029/2011WR010391/pdf,https://app.dimensions.ai/details/publication/pub.1031888243,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
25,400,pub.1027352968,10.1016/j.scitotenv.2011.10.004,22078330,,"Sediment-adsorbed total mercury flux through Yolo Bypass, the primary floodway and wetland in the Sacramento Valley, California",The Science of The Total Environment,,"California; Environmental Monitoring; Geologic Sediments; Mercury; Regression Analysis; Rivers; Water Movements; Water Pollutants, Chemical; Wetlands",2011-12,2011,412,Can J Fish Aquat Sci 49 1992,203-213,"All OA; Green, Published",Article,"Springborn, Michael; Singer, Michael Bliss; Dunne, Thomas","Singer, Michael Bliss","Springborn, Michael (University of California, Davis); Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara)",19,4,0.77,2.77,https://escholarship.org/content/qt3vn2w2tb/qt3vn2w2tb.pdf?t=nuuckv,https://app.dimensions.ai/details/publication/pub.1027352968,09 Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0907 Environmental Engineering,09 Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0907 Environmental Engineering,
26,100,pub.1042581919,10.1029/2010gl044381,,,Transient response in longitudinal grain size to reduced gravel supply in a large river,Geophysical Research Letters,,,2010-09,2010,37,18,n/a-n/a,All OA; Gold,Article,"Singer, Michael Bliss",,"Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara)",24,8,,2.72,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2010GL044381,https://app.dimensions.ai/details/publication/pub.1042581919,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
27,100,pub.1046686976,10.3390/rs2071797,,,"Channel and Floodplain Change Analysis over a 100-Year Period: Lower Yuba River, California",Remote Sensing,,,2010-07-19,2010,2,7,1797-1825,All OA; Gold,Article,"Ghoshal, Subhajit; James, L. Allan; Singer, Michael B.; Aalto, Rolf",,"Ghoshal, Subhajit (); James, L. Allan (); Singer, Michael B. (); Aalto, Rolf ()",22,9,,2.39,https://www.mdpi.com/2072-4292/2/7/1797/pdf,https://app.dimensions.ai/details/publication/pub.1046686976,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
28,100,pub.1014498227,10.1002/esp.1725,,,Floodplain development in an engineered setting,Earth Surface Processes and Landforms,,,2009-02,2009,34,2,291-304,Closed,Article,"Singer, Michael Bliss; Aalto, Rolf",,"Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara); Aalto, Rolf (University of Exeter; University of Washington)",16,1,,2.93,,https://app.dimensions.ai/details/publication/pub.1014498227,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
29,200,pub.1088799178,10.1130/2009.2451(04),,,"Historical channel changes in the lower Yuba and Feather Rivers, California: Long-term effects of contrasting river-management strategies",,Management and Restoration of Fluvial Systems with Broad Historical Changes and Human Impacts,,2009,2009,,,,Closed,Chapter,"James, L. Allan; Singer, Michael B; Ghoshal, Subhajit; Megison, Mary",,"James, L. Allan (); Singer, Michael B (); Ghoshal, Subhajit (); Megison, Mary ()",29,2,,,,https://app.dimensions.ai/details/publication/pub.1088799178,,,,,,
30,100,pub.1053449123,10.1002/esp.1661,,,A new sampler for extracting bed material sediment from sand and gravel beds in navigable rivers,Earth Surface Processes and Landforms,,,2008-12,2008,33,14,2277-2284,Closed,Article,"Singer, Michael Bliss",,"Singer, Michael Bliss (University of California, Santa Barbara; University of St Andrews)",12,2,,1.19,,https://app.dimensions.ai/details/publication/pub.1053449123,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
31,100,pub.1052606280,10.1029/2008wr007183,,,"Downstream patterns of bed material grain size in a large, lowland alluvial river subject to low sediment supply",Water Resources Research,,,2008-12,2008,44,12,,All OA; Gold,Article,"Singer, Michael Bliss",,"Singer, Michael Bliss (University of St Andrews; University of California, Santa Barbara)",34,8,,6.77,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2008WR007183,https://app.dimensions.ai/details/publication/pub.1052606280,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
32,200,pub.1057621115,10.1061/(asce)1527-6988(2008)9:3(104),,,Status of the Lower Sacramento Valley Flood-Control System within the Context of Its Natural Geomorphic Setting,Natural Hazards Review,,,2008-08,2008,9,3,104-115,Closed,Article,"Singer, Michael Bliss; Aalto, Rolf; James, L. Allan",,"Singer, Michael Bliss (); Aalto, Rolf (); James, L. Allan ()",35,4,,,,https://app.dimensions.ai/details/publication/pub.1057621115,17 Psychology and Cognitive Sciences; 09 Engineering,17 Psychology and Cognitive Sciences,09 Engineering,,,
33,100,pub.1039239471,10.1002/rra.968,,,"The influence of major dams on hydrology through the drainage network of the Sacramento River basin, California",River Research and Applications,,,2007-01,2007,23,1,55-72,Closed,Article,"Singer, Michael Bliss",,"Singer, Michael Bliss (University of California, Santa Barbara; United States Geological Survey)",53,9,,5.04,,https://app.dimensions.ai/details/publication/pub.1039239471,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
34,100,pub.1021572315,10.1029/2006wr004894,,,Modeling the influence of river rehabilitation scenarios on bed material sediment flux in a large river over decadal timescales,Water Resources Research,,,2006-12,2006,42,12,,All OA; Gold,Article,"Singer, Michael Bliss; Dunne, Thomas",,"Singer, Michael Bliss (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara)",18,2,,3.5,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006WR004894,https://app.dimensions.ai/details/publication/pub.1021572315,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
35,100,pub.1025997258,10.1029/2003wr002725,,,"An empirical‐stochastic, event‐based program for simulating inflow from a tributary network: Framework and application to the Sacramento River basin, California",Water Resources Research,,,2004-07,2004,40,7,,All OA; Gold,Article,"Singer, Michael Bliss; Dunne, Thomas",,"Singer, Michael Bliss (University of California, Santa Barbara); Dunne, Thomas (University of California, Santa Barbara)",22,1,,4.11,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2003WR002725,https://app.dimensions.ai/details/publication/pub.1025997258,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
