,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Laura L Hess. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
10,100,pub.1046793349,10.1007/978-94-007-6172-8_317-1,,,Remote Sensing of Water in Wetlands: Inundation Patterns and Extent,,The Wetland Book,,2016,2016,,,1-9,"All OA; Green, Accepted & Submitted",Chapter,"Chapman, Bruce; Hess, Laura; Lucas, Richard",,"Chapman, Bruce (Jet Propulsion Lab); Hess, Laura (); Lucas, Richard ()",1,1,,0.35,https://link.springer.com/content/pdf/10.1007%2F978-94-007-6172-8_317-1.pdf,https://app.dimensions.ai/details/publication/pub.1046793349,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
11,100,pub.1044296350,10.1007/s13157-015-0666-y,,,"Wetlands of the Lowland Amazon Basin: Extent, Vegetative Cover, and Dual-season Inundated Area as Mapped with JERS-1 Synthetic Aperture Radar",Wetlands,,,2015-08,2015,35,4,745-756,Closed,Article,"Hess, Laura L.; Melack, John M.; Affonso, Adriana G.; Barbosa, Claudio; Gastil-Buhl, Mary; Novo, Evlyn M. L. M.","Hess, Laura L.","Hess, Laura L. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Affonso, Adriana G. (National Institute for Space Research); Barbosa, Claudio (National Institute for Space Research); Gastil-Buhl, Mary (University of California, Santa Barbara); Novo, Evlyn M. L. M. (National Institute for Space Research)",81,41,,,,https://app.dimensions.ai/details/publication/pub.1044296350,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
12,100,pub.1007384493,10.1007/s10750-014-2040-0,,,The importance of forest cover for fish richness and abundance on the Amazon floodplain,Hydrobiologia,,,2015-05,2015,750,1,245-255,Closed,Article,"Lobón-Cerviá, Javior; Hess, Laura L.; Melack, John M.; Araujo-Lima, Carlos A. R. M.","Melack, John M.","Lobón-Cerviá, Javior (National Museum of Natural Sciences); Hess, Laura L. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara); Araujo-Lima, Carlos A. R. M. (National Institute of Amazonian Research)",22,13,,4.82,,https://app.dimensions.ai/details/publication/pub.1007384493,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
13,100,pub.1039594310,10.3390/rs70505440,,,Mapping Regional Inundation with Spaceborne L-Band SAR,Remote Sensing,,,2015-04-30,2015,7,5,5440-5470,All OA; Gold,Article,"Chapman, Bruce; McDonald, Kyle; Shimada, Masanobu; Rosenqvist, Ake; Schroeder, Ronny; Hess, Laura",,"Chapman, Bruce (Jet Propulsion Lab); McDonald, Kyle (Jet Propulsion Lab); Shimada, Masanobu (); Rosenqvist, Ake (); Schroeder, Ronny (Jet Propulsion Lab); Hess, Laura ()",31,20,,5.79,https://www.mdpi.com/2072-4292/7/5/5440/pdf,https://app.dimensions.ai/details/publication/pub.1039594310,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
14,400,pub.1062469259,10.1126/science.1248525,24904156,,Slowing Amazon deforestation through public policy and interventions in beef and soy supply chains,Science,,Animals; Brazil; Cattle; Conservation of Natural Resources; Humans; Meat; Public Policy; Soybeans,2014-06-06,2014,344,6188,1118-1123,Closed,Article,"Nepstad, Daniel; McGrath, David; Stickler, Claudia; Alencar, Ane; Azevedo, Andrea; Swette, Briana; Bezerra, Tathiana; DiGiano, Maria; Shimada, João; da Motta, Ronaldo Seroa; Armijo, Eric; Castello, Leandro; Brando, Paulo; Hansen, Matt C.; McGrath-Horn, Max; Carvalho, Oswaldo; Hess, Laura",,"Nepstad, Daniel (); McGrath, David (Federal University of Western Pará); Stickler, Claudia (); Alencar, Ane (); Azevedo, Andrea (); Swette, Briana (); Bezerra, Tathiana (); DiGiano, Maria (); Shimada, João (); da Motta, Ronaldo Seroa (Rio de Janeiro State University); Armijo, Eric (); Castello, Leandro (Virginia Tech); Brando, Paulo (Department of Plant Biology); Hansen, Matt C. (University of Maryland, College Park); McGrath-Horn, Max (); Carvalho, Oswaldo (); Hess, Laura (University of California, Santa Barbara)",361,151,4.08,223.39,,https://app.dimensions.ai/details/publication/pub.1062469259,1402 Applied Economics; 14 Economics,1402 Applied Economics,14 Economics,,,
15,100,pub.1002478103,10.1111/conl.12008,,,The vulnerability of Amazon freshwater ecosystems,Conservation Letters,,,2013-07,2013,6,4,217-229,All OA; Gold,Article,"Castello, Leandro; McGrath, David G.; Hess, Laura L.; Coe, Michael T.; Lefebvre, Paul A.; Petry, Paulo; Macedo, Marcia N.; Renó, Vivian F.; Arantes, Caroline C.",,"Castello, Leandro (Woods Hole Research Center); McGrath, David G. (Woods Hole Research Center; Instituto de Pesquisa Ambiental da Amazônia); Hess, Laura L. (University of California, Santa Barbara); Coe, Michael T. (Woods Hole Research Center); Lefebvre, Paul A. (Woods Hole Research Center); Petry, Paulo (The Nature Conservancy); Macedo, Marcia N. (Woods Hole Research Center); Renó, Vivian F. (National Institute for Space Research); Arantes, Caroline C. (Instituto de Pesquisa Ambiental da Amazônia)",227,124,,40.02,https://onlinelibrary.wiley.com/doi/pdf/10.1111/conl.12008,https://app.dimensions.ai/details/publication/pub.1002478103,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
16,100,pub.1019634681,10.1016/j.rse.2012.10.035,,,Monitoring flood extent in the lower Amazon River floodplain using ALOS/PALSAR ScanSAR images,Remote Sensing of Environment,,,2013-03,2013,130,,51-61,Closed,Article,"Arnesen, Allan S.; Silva, Thiago S.F.; Hess, Laura L.; Novo, Evlyn M.L.M.; Rudorff, Conrado M.; Chapman, Bruce D.; McDonald, Kyle C.","Arnesen, Allan S.","Arnesen, Allan S. (National Institute for Space Research); Silva, Thiago S.F. (National Institute for Space Research); Hess, Laura L. (University of California, Santa Barbara); Novo, Evlyn M.L.M. (National Institute for Space Research); Rudorff, Conrado M. (University of California, Santa Barbara); Chapman, Bruce D. (Jet Propulsion Lab); McDonald, Kyle C. (Jet Propulsion Lab)",67,27,,12.45,,https://app.dimensions.ai/details/publication/pub.1019634681,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
17,100,pub.1034096327,10.1016/j.foreco.2012.06.023,,,Landscape-scale variation in structure and biomass of Amazonian seasonally flooded and unflooded forests,Forest Ecology and Management,,,2012-10,2012,281,Global Biogeochem. Cycles 18 2004,163-176,Closed,Article,"Hawes, Joseph E.; Peres, Carlos A.; Riley, Louise B.; Hess, Laura L.","Hawes, Joseph E.","Hawes, Joseph E. (University of East Anglia); Peres, Carlos A. (University of East Anglia); Riley, Louise B. (University of East Anglia); Hess, Laura L. (University of California, Santa Barbara)",38,11,,7.21,,https://app.dimensions.ai/details/publication/pub.1034096327,0705 Forestry Sciences; 07 Agricultural and Veterinary Sciences,0705 Forestry Sciences,07 Agricultural and Veterinary Sciences,,,
18,100,pub.1061332517,10.1109/jstars.2010.2086270,,,The Kyoto & Carbon Initiative — a Brief Summary,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,,,2010-12,2010,3,4,551-553,Closed,Article,"Rosenqvist, Ake; Shimada, Masanobu; Lucas, Richard; Chapman, Bruce; Paillou, Philippe; Hess, Laura; Lowry, John",,"Rosenqvist, Ake (); Shimada, Masanobu (Japan Aerospace Exploration Agency; Kyoto University); Lucas, Richard (Aberystwyth University; University of Bristol); Chapman, Bruce (California Institute of Technology); Paillou, Philippe (Observatoire Aquitain des Sciences de l'Univers); Hess, Laura (University of California, Santa Barbara); Lowry, John ()",7,1,,1.45,,https://app.dimensions.ai/details/publication/pub.1061332517,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
19,100,pub.1049913245,10.1007/978-90-481-8725-6_3,,,Remote Sensing of the Distribution and Extent of Wetlands in the Amazon Basin,Ecological Studies,Amazonian Floodplain Forests,,2010,2010,210,,43-59,Closed,Chapter,"Melack, John M.; Hess, Laura L.","Melack, John M.","Melack, John M. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara)",143,34,,21.18,,https://app.dimensions.ai/details/publication/pub.1049913245,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
20,100,pub.1095157159,10.1109/igarss.2009.5417550,,,USE OF MODIS ENHANCED VEGETATION INDEX TO DETECT SEASONAL PATTERNS OF LEAF PHENOLOGY IN CENTRAL AMAZON VÁRZEA FOREST,,2009 IEEE International Geoscience and Remote Sensing Symposium,,2009,2009,4,,iv-1007-iv-1010,Closed,Proceeding,"Hess, Laura; Ratana, Piyachat; Huete, Alfredo; Potter, Chris; Melack, John",,"Hess, Laura (University of California, Santa Barbara); Ratana, Piyachat (University of Arizona); Huete, Alfredo (University of Arizona); Potter, Chris (Ames Research Center); Melack, John (University of California, Santa Barbara)",3,1,,0.27,,https://app.dimensions.ai/details/publication/pub.1095157159,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
21,100,pub.1013240608,10.1007/978-3-540-93962-7_9,,,Mapping and Monitoring Wetlands Around the World Using ALOS PALSAR: The ALOS Kyoto and Carbon Initiative Wetlands Products,Lecture Notes in Geoinformation and Cartography,Innovations in Remote Sensing and Photogrammetry,,2009,2009,,,105-120,Closed,Chapter,"Lowry, John; Hess, Laura; Rosenqvist, Ake","Lowry, John","Lowry, John (); Hess, Laura (University of California, Santa Barbara); Rosenqvist, Ake (Joint Research Centre)",11,2,,1.41,,https://app.dimensions.ai/details/publication/pub.1013240608,09 Engineering; 0602 Ecology; 0502 Environmental Science and Management; 0909 Geomatic Engineering; 05 Environmental Sciences; 06 Biological Sciences,09 Engineering,0602 Ecology,0502 Environmental Science and Management,0909 Geomatic Engineering,05 Environmental Sciences
22,100,pub.1050521758,10.1016/j.rse.2006.09.005,,,"Sub-pixel mapping of urban land cover using multiple endmember spectral mixture analysis: Manaus, Brazil",Remote Sensing of Environment,,,2007-01-30,2007,106,2,253-267,Closed,Article,"Powell, Rebecca L.; Roberts, Dar A.; Dennison, Philip E.; Hess, Laura L.","Powell, Rebecca L.","Powell, Rebecca L. (University of California, Santa Barbara); Roberts, Dar A. (University of California, Santa Barbara); Dennison, Philip E. (University of Utah); Hess, Laura L. (University of California, Santa Barbara)",282,47,,45.5,,https://app.dimensions.ai/details/publication/pub.1050521758,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
23,100,pub.1021686449,10.1590/s0044-59672005000200016,,,Técnicas avançadas de sensoriamento remoto aplicadas ao estudo de mudanças climáticas e ao funcionamento dos ecossistemas amazônicos,Acta Amazonica,,,2005-06,2005,35,2,259-272,All OA; Gold,Article,"de Moraes Novo, Evlyn Márcia Leão; Ferreira, Laerte Guimaraes; Barbosa, Cláudio; Carvalho, Claudio; Sano, Edson E.; Shimabukuro, Yosio; Huete, Alfreado; Potter, Christopher; Roberts, Dar.A.; Hess, Laura L.; Melack, John J.; Yoshioka, Hiroki; Klooster, Steven; Kumar, Vipin; Myneni, Ranga; Ratana, Piyachat; Didan, Kamel; Miura, Tomoaki",,"de Moraes Novo, Evlyn Márcia Leão (National Institute for Space Research); Ferreira, Laerte Guimaraes (Federal University of Goiás); Barbosa, Cláudio (National Institute for Space Research); Carvalho, Claudio (); Sano, Edson E. (Brazilian Agricultural Research Corporation); Shimabukuro, Yosio (National Institute for Space Research); Huete, Alfreado (University of Arizona); Potter, Christopher (National Aeronautics and Space Administration); Roberts, Dar.A. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Melack, John J. (University of California, Santa Barbara); Yoshioka, Hiroki (Meijo University); Klooster, Steven (); Kumar, Vipin (University of Minnesota); Myneni, Ranga (Boston University); Ratana, Piyachat (University of Arizona); Didan, Kamel (University of Arizona); Miura, Tomoaki (University of Arizona)",0,0,,,http://www.scielo.br/pdf/aa/v35n2/v35n2a16.pdf,https://app.dimensions.ai/details/publication/pub.1021686449,,,,,,
24,100,pub.1009602737,10.1029/2005gl024412,,,Diffusion modeling of recessional flow on central Amazonian floodplains,Geophysical Research Letters,,,2005,2005,32,21,,All OA; Gold,Article,"Alsdorf, Douglas; Dunne, Thomas; Melack, John; Smith, Laurence; Hess, Laura",,"Alsdorf, Douglas (The Ohio State University); Dunne, Thomas (University of California, Santa Barbara); Melack, John (University of California, Santa Barbara); Smith, Laurence (University of California Los Angeles); Hess, Laura (University of California, Santa Barbara)",28,1,,2.54,http://onlinelibrary.wiley.com/doi/10.1029/2005GL024412/pdf,https://app.dimensions.ai/details/publication/pub.1009602737,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
25,100,pub.1051117800,10.1111/j.1365-2486.2004.00763.x,,,Regionalization of methane emissions in the Amazon Basin with microwave remote sensing,Global Change Biology,,,2004-05,2004,10,5,530-544,Closed,Article,"Melack, John M.; Hess, Laura L.; Gastil, Mary; Forsberg, Bruce R.; Hamilton, Stephen K.; Lima, Ivan B.T.; Novo, Evlyn M.L.M.",,"Melack, John M. (University of California, Santa Barbara); Hess, Laura L. (University of California, Santa Barbara); Gastil, Mary (University of California, Santa Barbara); Forsberg, Bruce R. (National Institute of Amazonian Research); Hamilton, Stephen K. (Michigan State University); Lima, Ivan B.T. (National Institute for Space Research); Novo, Evlyn M.L.M. (National Institute for Space Research)",162,17,,16.94,,https://app.dimensions.ai/details/publication/pub.1051117800,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
26,100,pub.1047477486,10.1016/j.rse.2003.12.007,,,Sources of error in accuracy assessment of thematic land-cover maps in the Brazilian Amazon,Remote Sensing of Environment,,,2004-03,2004,90,2,221-234,Closed,Article,"Powell, R.L; Matzke, N; de Souza, C; Clark, M; Numata, I; Hess, L.L; Roberts, D.A","Powell, R.L","Powell, R.L (University of California, Santa Barbara); Matzke, N (University of California, Santa Barbara); de Souza, C (University of California, Santa Barbara; Institute of Man and Environment of Amazonia); Clark, M (University of California, Santa Barbara); Numata, I (University of California, Santa Barbara); Hess, L.L (University of California, Santa Barbara); Roberts, D.A (University of California, Santa Barbara)",104,13,,14.88,,https://app.dimensions.ai/details/publication/pub.1047477486,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
27,100,pub.1048177182,10.1016/j.rse.2003.04.001,,,Dual-season mapping of wetland inundation and vegetation for the central Amazon basin,Remote Sensing of Environment,,,2003-11-15,2003,87,4,404-428,Closed,Article,"Hess, Laura L; Melack, John M; Novo, Evlyn M.L.M; Barbosa, Claudio C.F; Gastil, Mary","Hess, Laura L","Hess, Laura L (University of California, Santa Barbara); Melack, John M (University of California, Santa Barbara); Novo, Evlyn M.L.M (National Institute for Space Research); Barbosa, Claudio C.F (National Institute for Space Research); Gastil, Mary (University of California, Santa Barbara)",384,54,,57.63,,https://app.dimensions.ai/details/publication/pub.1048177182,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
28,100,pub.1006812057,10.1023/a:1024665017985,,,"Remote sensing of vegetation and flooding on Magela Creek Floodplain (Northern Territory, Australia) with the SIR-C synthetic aperture radar",Hydrobiologia,,,2003-06,2003,500,1-3,65-82,Closed,Article,"Hess, L. L.; Melack, J. M.",,"Hess, L. L. (University of California, Santa Barbara); Melack, J. M. (University of California, Santa Barbara)",16,4,,2.07,,https://app.dimensions.ai/details/publication/pub.1006812057,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
29,100,pub.1094838590,10.1109/igarss.2003.1294150,,,Contribution of Remote Sensing to International Conventions Regarding Wetlands: Examples From the Large-Scale Biosphere-Atmosphere Experiment in Amazonia,,IGARSS 2003. 2003 IEEE International Geoscience and Remote Sensing Symposium. Proceedings (IEEE Cat. No.03CH37477),,2003,2003,3,,1483-1485,Closed,Proceeding,"Hess, Laura L.; Melack, John M.",,"Hess, Laura L. (University of California, Santa Barbara); Melack, John M. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1094838590,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
30,100,pub.1002088753,10.1007/978-94-007-1084-9_4,,,"Remote sensing of vegetation and flooding on Magela Creek Floodplain (Northern Territory, Australia) with the SIR-C synthetic aperture radar",,Aquatic Biodiversity,,2003,2003,,,65-82,Closed,Chapter,"Hess, L. L.; Melack, J. M.",,"Hess, L. L. (University of California, Santa Barbara); Melack, J. M. (University of California, Santa Barbara)",2,1,,0.26,,https://app.dimensions.ai/details/publication/pub.1002088753,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
31,400,pub.1047896700,10.1038/416617a,11948346,,Outgassing from Amazonian rivers and wetlands as a large tropical source of atmospheric CO2,Nature,,Atmosphere; Brazil; Carbon; Carbon Dioxide; Fresh Water; Oceans and Seas; Trees; Tropical Climate,2002-04,2002,416,6881,617-620,Closed,Article,"Richey, Jeffrey E.; Melack, John M.; Aufdenkampe, Anthony K.; Ballester, Victoria M.; Hess, Laura L.","Richey, Jeffrey E.","Richey, Jeffrey E. (University of Washington); Melack, John M. (University of California, Santa Barbara); Aufdenkampe, Anthony K. (University of Washington); Ballester, Victoria M. (); Hess, Laura L. (University of California, Santa Barbara)",665,98,2.39,56.33,,https://app.dimensions.ai/details/publication/pub.1047896700,0602 Ecology; 0402 Geochemistry; 0399 Other Chemical Sciences; 03 Chemical Sciences; 04 Earth Sciences; 06 Biological Sciences,0602 Ecology,0402 Geochemistry,0399 Other Chemical Sciences,03 Chemical Sciences,04 Earth Sciences
