,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Dylan Hunter Rood. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
24,100,pub.1012760541,10.1016/j.geomorph.2016.05.024,,,Long-term background denudation rates of southern and southeastern Brazilian watersheds estimated with cosmogenic 10Be,Geomorphology,,,2016-09,2016,268,Rev. Bras. Geosci. 28 2 1998,54-63,"All OA; Green, Accepted & Submitted",Article,"Gonzalez, Veronica Sosa; Bierman, Paul R.; Fernandes, Nelson F.; Rood, Dylan H.","Gonzalez, Veronica Sosa","Gonzalez, Veronica Sosa (University of Vermont); Bierman, Paul R. (University of Vermont); Fernandes, Nelson F. (Federal University of Rio de Janeiro); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre)",9,5,,2.31,http://spiral.imperial.ac.uk/bitstream/10044/1/33773/2/SosaGonzalez_manuscript.pdf,https://app.dimensions.ai/details/publication/pub.1012760541,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
25,100,pub.1001179239,10.5194/esurf-2016-42,,,Controls on the distribution of cosmogenic 10Be across shore platforms,Earth Surface Dynamics Discussions,,,2016-08-04,2016,0,,1-38,All OA; Gold,Article,"Hurst, Martin D.; Rood, Dylan H.; Ellis, Michael A.",,"Hurst, Martin D. (University of Glasgow; British Geological Survey); Rood, Dylan H. (Imperial College London); Ellis, Michael A. (British Geological Survey)",2,1,,0.51,https://doi.org/10.5194/esurf-2016-42,https://app.dimensions.ai/details/publication/pub.1001179239,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
26,100,pub.1047957008,10.5194/esurf-2016-38,,,"Influence of topography and human activity on erosion in Yunnan, SW China",Earth Surface Dynamics Discussions,,,2016-07-21,2016,0,,1-21,All OA; Gold,Article,"Schmidt, Amanda H.; Neilson, Thomas B.; Bierman, Paul R.; Rood, Dylan H.; Ouimet, William B.; Gonzalez, Veronica Sosa",,"Schmidt, Amanda H. (Oberlin College); Neilson, Thomas B. (University of Vermont); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre; University of California, Santa Barbara); Ouimet, William B. (University of Connecticut); Gonzalez, Veronica Sosa (University of Vermont)",0,0,,0,https://doi.org/10.5194/esurf-2016-38,https://app.dimensions.ai/details/publication/pub.1047957008,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
27,100,pub.1045154447,10.1016/j.quageo.2016.02.001,,,An approach for optimizing in situ cosmogenic 10Be sample preparation,Quaternary Geochronology,,,2016-06,2016,33,,24-34,All OA; Gold,Article,"Corbett, Lee B.; Bierman, Paul R.; Rood, Dylan H.","Corbett, Lee B.","Corbett, Lee B. (University of Vermont); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Imperial College London; Lawrence Livermore National Laboratory)",44,30,,10.85,https://manuscript.elsevier.com/S1871101416300073/pdf/S1871101416300073.pdf,https://app.dimensions.ai/details/publication/pub.1045154447,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
28,100,pub.1019111501,10.1016/j.epsl.2016.02.004,,,"Constraining multi-stage exposure-burial scenarios for boulders preserved beneath cold-based glacial ice in Thule, northwest Greenland",Earth and Planetary Science Letters,,,2016-04,2016,440,"Nucl. Instrum. Methods Phys. Res., Sect. B, Beam Interact. Mater. Atoms 294 2013",147-157,All OA; Gold,Article,"Corbett, Lee B.; Bierman, Paul R.; Rood, Dylan H.","Corbett, Lee B.","Corbett, Lee B. (University of Vermont); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre)",11,3,,2.72,https://manuscript.elsevier.com/S0012821X16300152/pdf/S0012821X16300152.pdf,https://app.dimensions.ai/details/publication/pub.1019111501,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
29,100,pub.1062734423,10.1130/g37257.1,,,A late Holocene onset of Aboriginal burning in southeastern Australia,Geology,,,2016-02,2016,44,2,131-134,"All OA; Green, Accepted & Submitted",Article,"Portenga, Eric W.; Rood, Dylan H.; Bishop, Paul; Bierman, Paul R.",,"Portenga, Eric W. (University of Glasgow; Macquarie University); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre); Bishop, Paul (University of Glasgow; Australian Catholic University); Bierman, Paul R. (University of Vermont)",10,6,,2.68,http://spiral.imperial.ac.uk/bitstream/10044/1/28612/7/Geology-2016-Portenga-G37257.1.pdf,https://app.dimensions.ai/details/publication/pub.1062734423,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
30,100,pub.1014976258,10.1002/2015gl066780,,,Dating the incision of the Yangtze River gorge at the First Bend using three‐nuclide burial ages,Geophysical Research Letters,,,2016-01-16,2016,43,1,101-110,All OA; Gold,Article,"McPhillips, Devin; Hoke, Gregory D.; Liu‐Zeng, Jing; Bierman, Paul R.; Rood, Dylan H.; Niedermann, Samuel",,"McPhillips, Devin (Syracuse University); Hoke, Gregory D. (Syracuse University); Liu‐Zeng, Jing (China Earthquake Administration); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre); Niedermann, Samuel (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences)",18,10,,4.82,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015GL066780,https://app.dimensions.ai/details/publication/pub.1014976258,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
31,100,pub.1050661307,10.1002/2015jb012303,,,"Differential uplift and incision of the Yakima River terraces, central Washington State",Journal of Geophysical Research Solid Earth,,,2016-01,2016,121,1,365-384,All OA; Gold,Article,"Bender, Adrian M.; Amos, Colin B.; Bierman, Paul; Rood, Dylan H.; Staisch, Lydia; Kelsey, Harvey; Sherrod, Brian",,"Bender, Adrian M. (Western Washington University); Amos, Colin B. (Western Washington University); Bierman, Paul (University of Vermont); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre); Staisch, Lydia (University of Washington); Kelsey, Harvey (Humboldt State University); Sherrod, Brian (University of Washington)",11,8,,2.95,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2015JB012303,https://app.dimensions.ai/details/publication/pub.1050661307,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
32,200,pub.1108095345,10.1130/abs/2016am-284752,,,SEDIMENT YIELDS OF GRAND CANYON TRIBUTARIES CALCULATED OVER MILLENNIA AND MILLIONS OF YEARS,Abstracts with programs (Geological Society of America),,,2016,2016,,,,Closed,Proceeding,"Nichols, Kyle K.; Bierman, Paul R.; Rood, Dylan H.",,"Nichols, Kyle K. (); Bierman, Paul R. (); Rood, Dylan H. ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1108095345,,,,,,
33,100,pub.1043920453,10.1016/j.nimb.2015.03.064,,,"Decadal 10Be, 26Al and 36Cl QA measurements on the SUERC 5MV accelerator mass spectrometer",Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,,,2015-10,2015,361,,39-42,Closed,Article,"Xu, Sheng; Freeman, Stewart P.H.T.; Rood, Dylan H.; Shanks, Richard P.","Xu, Sheng","Xu, Sheng (Scottish Universities Environmental Research Centre); Freeman, Stewart P.H.T. (Scottish Universities Environmental Research Centre); Rood, Dylan H. (Scottish Universities Environmental Research Centre); Shanks, Richard P. (Scottish Universities Environmental Research Centre)",13,1,,3.42,,https://app.dimensions.ai/details/publication/pub.1043920453,"09 Engineering; 0402 Geochemistry; 0915 Interdisciplinary Engineering; 0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics; 02 Physical Sciences; 04 Earth Sciences",09 Engineering,0402 Geochemistry,0915 Interdisciplinary Engineering,"0202 Atomic, Molecular, Nuclear, Particle and Plasma Physics",02 Physical Sciences
34,100,pub.1012714028,10.1016/j.nimb.2015.07.122,,,Performance of the rebuilt SUERC single-stage accelerator mass spectrometer,Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,,,2015-10,2015,361,,76-79,All OA; Gold,Article,"Shanks, Richard P.; Ascough, Philippa L.; Dougans, Andrew; Gallacher, Paul; Gulliver, Pauline; Rood, Dylan H.; Xu, Sheng; Freeman, Stewart P.H.T.","Shanks, Richard P.","Shanks, Richard P. (Scottish Universities Environmental Research Centre); Ascough, Philippa L. (Scottish Universities Environmental Research Centre); Dougans, Andrew (Scottish Universities Environmental Research Centre); Gallacher, Paul (Scottish Universities Environmental Research Centre); Gulliver, Pauline (Scottish Universities Environmental Research Centre); Rood, Dylan H. (Scottish Universities Environmental Research Centre); Xu, Sheng (Scottish Universities Environmental Research Centre); Freeman, Stewart P.H.T. (Scottish Universities Environmental Research Centre)",1,0,,0.34,https://doi.org/10.1016/j.nimb.2015.07.122,https://app.dimensions.ai/details/publication/pub.1012714028,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
35,100,pub.1014331984,10.1016/j.epsl.2015.05.040,,,Rapid last-deglacial thinning and retreat of the marine-terminating southwestern Greenland ice sheet,Earth and Planetary Science Letters,,,2015-09,2015,426,Geology 25 1997,1-12,All OA; Gold,Article,"Winsor, Kelsey; Carlson, Anders E.; Caffee, Marc W.; Rood, Dylan H.","Winsor, Kelsey","Winsor, Kelsey (University of Wisconsin–Madison; Oregon State University); Carlson, Anders E. (University of Wisconsin–Madison; Oregon State University); Caffee, Marc W. (Purdue University West Lafayette); Rood, Dylan H. (Imperial College London)",25,12,,4.56,https://manuscript.elsevier.com/S0012821X15003386/pdf/S0012821X15003386.pdf,https://app.dimensions.ai/details/publication/pub.1014331984,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0405 Oceanography,
36,200,pub.1062735904,10.1130/gsatg223a.1,,,Pleistocene relative sea levels in the Chesapeake Bay region and their implications for the next century,GSA Today,,,2015-08-01,2015,,,4-10,Closed,Article,"DeJong, Benjamin D.; Bierman, Paul R.; Newell, Wayne L.; Rittenour, Tammy M.; Mahan, Shannon A.; Balco, Greg; Rood, Dylan H.",,"DeJong, Benjamin D. (); Bierman, Paul R. (); Newell, Wayne L. (); Rittenour, Tammy M. (); Mahan, Shannon A. (); Balco, Greg (); Rood, Dylan H. ()",10,5,,2.04,,https://app.dimensions.ai/details/publication/pub.1062735904,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
37,100,pub.1025296911,10.1002/2015jb012004,,,"Holocene geologic slip rate for the Banning strand of the southern San Andreas Fault, southern California",Journal of Geophysical Research Solid Earth,,,2015-08,2015,120,8,5639-5663,"All OA; Green, Published",Article,"Gold, Peter O.; Behr, Whitney M.; Rood, Dylan; Sharp, Warren D.; Rockwell, Thomas K.; Kendrick, Katherine; Salin, Aaron",,"Gold, Peter O. (The University of Texas at Austin); Behr, Whitney M. (The University of Texas at Austin); Rood, Dylan (Imperial College London; Scottish Universities Environmental Research Centre); Sharp, Warren D. (Berkeley Geochronology Center); Rockwell, Thomas K. (San Diego State University); Kendrick, Katherine (United States Geological Survey); Salin, Aaron (The University of Texas at Austin)",8,4,,1.64,http://spiral.imperial.ac.uk/bitstream/10044/1/29647/9/Gold_et_al-2015-Journal_of_Geophysical_Research-_Solid_Earth.pdf,https://app.dimensions.ai/details/publication/pub.1025296911,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
38,100,pub.1036069331,10.1016/j.geomorph.2015.01.016,,,Erosion rates and landscape evolution of the lowlands of the Upper Paraguay river basin (Brazil) from cosmogenic 10Be,Geomorphology,,,2015-04,2015,234,,151-160,Closed,Article,"do Nascimento Pupim, Fabiano; Bierman, Paul R.; Assine, Mario Luis; Rood, Dylan H.; Silva, Aguinaldo; Merino, Eder Renato","do Nascimento Pupim, Fabiano","do Nascimento Pupim, Fabiano (Sao Paulo State University); Bierman, Paul R. (University of Vermont); Assine, Mario Luis (Sao Paulo State University); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre); Silva, Aguinaldo (); Merino, Eder Renato (Sao Paulo State University)",10,4,,1.96,,https://app.dimensions.ai/details/publication/pub.1036069331,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
39,100,pub.1001712390,10.1016/j.catena.2014.12.008,,,"Meteoric 10Be, clay, and extractable iron depth profiles in the Colorado Front Range: Implications for understanding soil mixing and erosion",Catena,,,2015-04,2015,127,,32-45,Closed,Article,"Wyshnytzky, Cianna E.; Ouimet, William B.; McCarthy, James; Dethier, David P.; Shroba, Ralph R.; Bierman, Paul R.; Rood, Dylan H.","Wyshnytzky, Cianna E.","Wyshnytzky, Cianna E. (Amherst College); Ouimet, William B. (University of Connecticut); McCarthy, James (Williams College); Dethier, David P. (Williams College); Shroba, Ralph R. (United States Geological Survey); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre)",8,2,,1.65,,https://app.dimensions.ai/details/publication/pub.1001712390,0503 Soil Sciences; 0406 Physical Geography and Environmental Geoscience; 0403 Geology; 04 Earth Sciences; 05 Environmental Sciences,0503 Soil Sciences,0406 Physical Geography and Environmental Geoscience,0403 Geology,04 Earth Sciences,05 Environmental Sciences
40,100,pub.1039087787,10.1016/j.geomorph.2014.09.027,,,Erosion rates of the Bhutanese Himalaya determined using in situ-produced 10Be,Geomorphology,,,2015-03,2015,233,Geomorphology 123 2010,112-126,Closed,Article,"Portenga, Eric W.; Bierman, Paul R.; Duncan, Chris; Corbett, Lee B.; Kehrwald, Natalie M.; Rood, Dylan H.","Portenga, Eric W.","Portenga, Eric W. (University of Glasgow; Macquarie University); Bierman, Paul R. (University of Vermont); Duncan, Chris (University of Massachusetts Amherst); Corbett, Lee B. (University of Vermont); Kehrwald, Natalie M. (Ca Foscari University of Venice); Rood, Dylan H. (Imperial College London; Lawrence Livermore National Laboratory)",37,17,,7.24,,https://app.dimensions.ai/details/publication/pub.1039087787,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
41,100,pub.1031926026,10.1130/g36272.1,,,Quantifying human impacts on rates of erosion and sediment transport at a landscape scale,Geology,,,2015-02,2015,43,2,171-174,Closed,Article,"Reusser, Lucas; Bierman, Paul; Rood, Dylan",,"Reusser, Lucas (University of Vermont); Bierman, Paul (University of Vermont); Rood, Dylan (Imperial College London; Lawrence Livermore National Laboratory)",47,23,,9.2,,https://app.dimensions.ai/details/publication/pub.1031926026,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
42,100,pub.1020909980,10.1016/j.quascirev.2014.11.003,,,"Spatial and temporal variations in meteoric 10Be inventories and long-term deposition rates, Colorado Front Range",Quaternary Science Reviews,,,2015-02,2015,109,,1-12,Closed,Article,"Ouimet, William; Dethier, David; Bierman, Paul; Wyshnytzky, Cianna; Shea, Neil; Rood, Dylan H.","Ouimet, William","Ouimet, William (University of Connecticut); Dethier, David (Williams College); Bierman, Paul (University of Vermont); Wyshnytzky, Cianna (Queen Mary University of London); Shea, Neil (University of Connecticut); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre)",9,3,,1.68,,https://app.dimensions.ai/details/publication/pub.1020909980,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
43,100,pub.1009932114,10.1016/j.quascirev.2014.11.019,,,"Landscape chronology and glacial history in Thule, northwest Greenland",Quaternary Science Reviews,,,2015-02,2015,109,Quat. Sci. Rev. 24 2005,57-67,Closed,Article,"Corbett, Lee B.; Bierman, Paul R.; Lasher, G. Everett; Rood, Dylan H.","Corbett, Lee B.","Corbett, Lee B. (University of Vermont); Bierman, Paul R. (University of Vermont); Lasher, G. Everett (Northwestern University); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre)",15,5,,2.94,,https://app.dimensions.ai/details/publication/pub.1009932114,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
44,100,pub.1050076591,10.1017/s0954102014000613,,,Drivers of abrupt Holocene shifts in West Antarctic ice stream direction determined from combined ice sheet modelling and geologic signatures,Antarctic Science,,,2014-12,2014,26,6,674-686,All OA; Gold,Article,"Fogwill, C.J.; Turney, C.S.M.; Golledge, N.R.; Rood, D.H.; Hippe, K.; Wacker, L.; Wieler, R.; Rainsley, E.B.; Jones, R.S.",,"Fogwill, C.J. (UNSW Sydney); Turney, C.S.M. (UNSW Sydney); Golledge, N.R. (Victoria University of Wellington; GNS Science); Rood, D.H. (Scottish Universities Environmental Research Centre); Hippe, K. (Swiss Federal Institute of Technology in Zurich); Wacker, L. (Swiss Federal Institute of Technology in Zurich); Wieler, R. (Swiss Federal Institute of Technology in Zurich); Rainsley, E.B. (); Jones, R.S. (Victoria University of Wellington)",13,3,,2,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/DF6F03E9465FEE6E83CB8DE0FE6340DF/S0954102014000613a.pdf/div-class-title-drivers-of-abrupt-holocene-shifts-in-west-antarctic-ice-stream-direction-determined-from-combined-ice-sheet-modelling-and-geologic-signatures-div.pdf,https://app.dimensions.ai/details/publication/pub.1050076591,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0405 Oceanography,
45,100,pub.1036974922,10.1038/ngeo2278,,,Millennial-scale record of landslides in the Andes consistent with earthquake trigger,Nature Geoscience,,,2014-12,2014,7,12,925-930,Closed,Article,"McPhillips, Devin; Bierman, Paul R.; Rood, Dylan H.","McPhillips, Devin","McPhillips, Devin (Syracuse University; University of Vermont); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Imperial College London; Scottish Universities Environmental Research Centre)",34,12,,5.29,,https://app.dimensions.ai/details/publication/pub.1036974922,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
46,100,pub.1052072444,10.1016/j.geomorph.2014.07.019,,,"10Be constrains the sediment sources and sediment yields to the Great Barrier Reef from the tropical Barron River catchment, Queensland, Australia",Geomorphology,,,2014-11,2014,224,Water J. Aust. Water Wastewater Assoc. 20 1993,102-110,Closed,Article,"Nichols, Kyle K.; Bierman, Paul R.; Rood, Dylan H.","Nichols, Kyle K.","Nichols, Kyle K. (Skidmore College); Bierman, Paul R. (University of Vermont); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara)",15,5,,2.31,,https://app.dimensions.ai/details/publication/pub.1052072444,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0405 Oceanography,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0405 Oceanography,
47,200,pub.1062735893,10.1130/gsatg206a.1,,,"A cosmogenic view of erosion, relief generation, and the age of faulting in southern Africa",GSA Today,,,2014-09-01,2014,24,9,4-11,Closed,Article,"Bierman, Paul R.; Coppersmith, Ryan; Hanson, Kathryn; Neveling, Johann; Portenga, Eric W.; Rood, Dylan H.",,"Bierman, Paul R. (); Coppersmith, Ryan (); Hanson, Kathryn (); Neveling, Johann (); Portenga, Eric W. (); Rood, Dylan H. ()",38,9,,6.49,,https://app.dimensions.ai/details/publication/pub.1062735893,0403 Geology; 04 Earth Sciences; 0404 Geophysics; 0402 Geochemistry,0403 Geology,04 Earth Sciences,0404 Geophysics,0402 Geochemistry,
48,100,pub.1019312939,10.1002/2014gl060800,,,Earliest Holocene south Greenland ice sheet retreat within its late Holocene extent,Geophysical Research Letters,,,2014-08-16,2014,41,15,5514-5521,All OA; Gold,Article,"Carlson, Anders E.; Winsor, Kelsey; Ullman, David J.; Brook, Edward J.; Rood, Dylan H.; Axford, Yarrow; LeGrande, Allegra N.; Anslow, Faron S.; Sinclair, Gaylen",,"Carlson, Anders E. (Oregon State University); Winsor, Kelsey (University of Wisconsin–Madison); Ullman, David J. (Oregon State University); Brook, Edward J. (Oregon State University); Rood, Dylan H. (University of Glasgow; University of California, Santa Barbara); Axford, Yarrow (Northwestern University); LeGrande, Allegra N. (Columbia University); Anslow, Faron S. (University of Victoria); Sinclair, Gaylen (Oregon State University)",32,13,,4.96,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/2014GL060800,https://app.dimensions.ai/details/publication/pub.1019312939,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
49,100,pub.1047937343,10.1016/j.quascirev.2014.04.026,,,10Be dating of the Narsarsuaq moraine in southernmost Greenland: evidence for a late-Holocene ice advance exceeding the Little Ice Age maximum,Quaternary Science Reviews,,,2014-08,2014,98,Quat. Sci. Rev. 29 2010,135-143,Closed,Article,"Winsor, K.; Carlson, A.E.; Rood, D.H.","Winsor, K.","Winsor, K. (University of Wisconsin–Madison); Carlson, A.E. (University of Wisconsin–Madison; Oregon State University); Rood, D.H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara)",24,6,,3.88,,https://app.dimensions.ai/details/publication/pub.1047937343,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
50,100,pub.1016763322,10.1016/j.nimb.2014.04.009,,,26Al interferences in accelerator mass spectrometry measurements,Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,,,2014-08,2014,333,,42-45,Closed,Article,"Xu, Sheng; Freeman, Stewart P.H.T.; Rood, Dylan H.; Shanks, Richard P.","Xu, Sheng","Xu, Sheng (Scottish Universities Environmental Research Centre); Freeman, Stewart P.H.T. (Scottish Universities Environmental Research Centre); Rood, Dylan H. (Scottish Universities Environmental Research Centre); Shanks, Richard P. (Scottish Universities Environmental Research Centre)",6,0,,2.56,,https://app.dimensions.ai/details/publication/pub.1016763322,02 Physical Sciences; 0299 Other Physical Sciences,02 Physical Sciences,0299 Other Physical Sciences,,,
51,100,pub.1007284204,10.1016/j.yqres.2014.04.008,,,Unraveling rift margin evolution and escarpment development ages along the Dead Sea fault using cosmogenic burial ages,Quaternary Research,,,2014-07,2014,82,1,281-295,"All OA; Green, Accepted & Submitted",Article,"Matmon, A.; Fink, D.; Davis, M.; Niedermann, S.; Rood, D.; Frumkin, A.",,"Matmon, A. (Hebrew University of Jerusalem); Fink, D. (Australian Nuclear Science and Technology Organisation); Davis, M. (Hebrew University of Jerusalem); Niedermann, S. (Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences); Rood, D. (Lawrence Livermore National Laboratory); Frumkin, A. (Hebrew University of Jerusalem)",27,15,,4.55,http://gfzpublic.gfz-potsdam.de/pubman/item/escidoc:869896:3/component/escidoc:931896/869896.pdf,https://app.dimensions.ai/details/publication/pub.1007284204,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
52,100,pub.1047611589,10.1002/esp.3565,,,Using in situ cosmogenic 10Be to identify the source of sediment leaving Greenland,Earth Surface Processes and Landforms,,,2014-06-30,2014,39,8,1087-1100,Closed,Article,"Nelson, Alice H.; Bierman, Paul R.; Shakun, Jeremy D.; Rood, Dylan H.",,"Nelson, Alice H. (University of Vermont); Bierman, Paul R. (University of Vermont); Shakun, Jeremy D. (Boston College); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara)",19,6,,3.07,,https://app.dimensions.ai/details/publication/pub.1047611589,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
53,400,pub.1062469286,10.1126/science.1249047,24763587,,Preservation of a Preglacial Landscape Under the Center of the Greenland Ice Sheet,Science,,,2014-04-25,2014,344,6182,402-405,Closed,Article,"Bierman, Paul R.; Corbett, Lee B.; Graly, Joseph A.; Neumann, Thomas A.; Lini, Andrea; Crosby, Benjamin T.; Rood, Dylan H.",,"Bierman, Paul R. (University of Vermont); Corbett, Lee B. (University of Vermont); Graly, Joseph A. (University of Vermont); Neumann, Thomas A. (University of Vermont); Lini, Andrea (University of Vermont); Crosby, Benjamin T. (Idaho State University); Rood, Dylan H. (University of California, Santa Barbara; Lawrence Livermore National Laboratory)",31,8,0.15,5.01,,https://app.dimensions.ai/details/publication/pub.1062469286,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
54,100,pub.1018852000,10.1016/j.quascirev.2014.01.017,,,10Be surface exposure ages on the late-Pleistocene and Holocene history of Linnébreen on Svalbard,Quaternary Science Reviews,,,2014-04,2014,89,J. Quat. Sci. 28 2013,5-12,Closed,Article,"Reusche, Melissa; Winsor, Kelsey; Carlson, Anders E.; Marcott, Shaun A.; Rood, Dylan H.; Novak, Anthony; Roof, Steven; Retelle, Michael; Werner, Alan; Caffee, Marc; Clark, Peter U.","Carlson, Anders E.","Reusche, Melissa (University of Wisconsin–Madison); Winsor, Kelsey (University of Wisconsin–Madison); Carlson, Anders E. (Oregon State University); Marcott, Shaun A. (Oregon State University); Rood, Dylan H. (Scottish Universities Environmental Research Centre; University of California, Santa Barbara); Novak, Anthony (Oregon State University); Roof, Steven (Hampshire College); Retelle, Michael (Bates College); Werner, Alan (Mount Holyoke College); Caffee, Marc (Purdue University West Lafayette); Clark, Peter U. (Oregon State University)",32,15,,5.17,,https://app.dimensions.ai/details/publication/pub.1018852000,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,,
