,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Hugo A Loáiciga. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
36,200,pub.1092463353,10.1061/(asce)ir.1943-4774.0001254,,,"Closure to “Parameter Estimation of Extended Nonlinear Muskingum Models with the Weed Optimization Algorithm” by Farzan Hamedi, Omid Bozorg-Haddad, Maryam Pazoki, Hamid-Reza Asgari, Mehran Parsa, and Hugo A. Loáiciga",Journal of Irrigation and Drainage Engineering,,,2018-01,2018,144,1,07017022,Closed,Article,"Asgari, Hamid-Reza; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Asgari, Hamid-Reza (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1092463353,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
37,200,pub.1092429433,10.1061/(asce)ir.1943-4774.0001257,,,"Closure to “Application of the Firefly Algorithm to Optimal Operation of Reservoirs with the Purpose of Irrigation Supply and Hydropower Production” by Irene Garousi-Nejad, Omid Bozorg-Haddad, Hugo A. Loáiciga, and Miguel A. Mariño",Journal of Irrigation and Drainage Engineering,,,2018-01,2018,144,1,07017020,Closed,Article,"Garousi-Nejad, Irene; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Garousi-Nejad, Irene (Utah State University); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1092429433,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
38,500,pub.1090914333,10.1016/j.scitotenv.2017.07.173,28763654,,Evaluating the risk of phosphorus loss with a distributed watershed model featuring zero-order mobilization and first-order delivery,The Science of The Total Environment,,,2017-12,2017,609,,563-576,Closed,Article,"Li, Sisi; Zhang, Liang; Liu, Hongbin; Loáiciga, Hugo A.; Zhai, Limei; Zhuang, Yanhua; Lei, Qiuliang; Hu, Wanli; Li, Wenchao; Feng, Qi; Du, Yun","Zhang, Liang","Li, Sisi (Institute of Geodesy and Geophysics); Zhang, Liang (Institute of Geodesy and Geophysics); Liu, Hongbin (Institute of Agricultural Resources and Regional Planning; Ministry of Agriculture); Loáiciga, Hugo A. (University of California, Santa Barbara); Zhai, Limei (Institute of Agricultural Resources and Regional Planning; Ministry of Agriculture); Zhuang, Yanhua (Institute of Geodesy and Geophysics); Lei, Qiuliang (Institute of Agricultural Resources and Regional Planning; Ministry of Agriculture); Hu, Wanli (Yunnan Academy of Agricultural Sciences); Li, Wenchao (Institute of Agricultural Resources and Regional Planning; Ministry of Agriculture); Feng, Qi (Institute of Geodesy and Geophysics); Du, Yun (Institute of Geodesy and Geophysics)",2,2,0.54,0.65,,https://app.dimensions.ai/details/publication/pub.1090914333,09 Engineering; 0907 Environmental Engineering,09 Engineering,0907 Environmental Engineering,,,
39,200,pub.1092034408,10.1061/(asce)ir.1943-4774.0001252,,,Effect of Hydraulic Conductivity Uncertainty on In Situ Bioremediation of Groundwater Contaminated with Dissolved Petroleum Hydrocarbons,Journal of Irrigation and Drainage Engineering,,,2017-12,2017,143,12,04017049,Closed,Article,"Rezaei, Hossein; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Rezaei, Hossein (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1092034408,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
40,100,pub.1091154254,10.2166/hydro.2017.044,,,Optimal design of groundwater-level monitoring networks,Journal of Hydroinformatics,,,2017-11-29,2017,19,6,920-929,Closed,Article,"Mirzaie-Nodoushan, Fahimeh; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Mirzaie-Nodoushan, Fahimeh (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",1,1,,0.5,,https://app.dimensions.ai/details/publication/pub.1091154254,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
41,200,pub.1090869674,10.1061/(asce)wr.1943-5452.0000837,,,"Closure to “Modified Firefly Algorithm for Solving Multireservoir Operation in Continuous and Discrete Domains” by Irene Garousi-Nejad, Omid Bozorg-Haddad, and Hugo A. Loáiciga",Journal of Water Resources Planning and Management,,,2017-10,2017,143,10,07017005,Closed,Article,"Garousi-Nejad, Irene; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Garousi-Nejad, Irene (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1090869674,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
42,100,pub.1090347711,10.1002/ird.2144,,,Logical Genetic Programming (LGP) Development for Irrigation Water Supply Hedging Under Climate Change Conditions,Irrigation and Drainage,,,2017-10,2017,66,4,530-541,Closed,Article,"Ashofteh, Parisa‐Sadat; Bozorg‐Haddad, Omid; Loáiciga, Hugo A.",,"Ashofteh, Parisa‐Sadat (University of Qom); Bozorg‐Haddad, Omid (University of Tehran); Loáiciga, Hugo A. ()",4,4,,1.32,,https://app.dimensions.ai/details/publication/pub.1090347711,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
43,100,pub.1085976837,10.2166/hydro.2017.114,,,Extended multi-objective firefly algorithm for hydropower energy generation,Journal of Hydroinformatics,,,2017-09-13,2017,19,5,734-751,Closed,Article,"Bozorg-Haddad, Omid; Garousi-Nejad, Irene; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (University of Tehran); Garousi-Nejad, Irene (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",2,1,,0.99,,https://app.dimensions.ai/details/publication/pub.1085976837,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
44,200,pub.1107038829,10.1002/9781119387053,,,Meta‐Heuristic and Evolutionary Algorithms for Engineering Optimization,,,,2017-09-12,2017,,,,All OA; Gold,Monograph,"Bozorg-Haddad, Omid; Solgi, Mohammad; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (University of Tehran); Solgi, Mohammad (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",10,10,,,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119387053.fmatter,https://app.dimensions.ai/details/publication/pub.1107038829,,,,,,
45,200,pub.1090563844,10.1061/(asce)ee.1943-7870.0001264,,,"Discussion of “Optimization of Phenol Removal Using Ti/PbO2 Anode with Response Surface Methodology” by C. García-Gómez, J. A. Vidales-Contreras, J. Nápoles-Armenta, and P. Gortáres-Moroyoqui",Journal of Environmental Engineering,,,2017-09,2017,143,9,07017001,Closed,Article,"Zolghadr-Asli, Babak; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Zolghadr-Asli, Babak (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1090563844,0905 Civil Engineering; 09 Engineering; 0904 Chemical Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0904 Chemical Engineering,0907 Environmental Engineering,
46,200,pub.1085546435,10.1061/(asce)ir.1943-4774.0001205,,,Runoff Projection under Climate Change Conditions with Data-Mining Methods,Journal of Irrigation and Drainage Engineering,,,2017-08,2017,143,8,04017026,Closed,Article,"Sarzaeim, Parisa; Bozorg-Haddad, Omid; Bozorgi, Atiyeh; Loáiciga, Hugo A.",,"Sarzaeim, Parisa (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Bozorgi, Atiyeh (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",3,3,,1.4,,https://app.dimensions.ai/details/publication/pub.1085546435,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
47,200,pub.1085276803,10.1061/(asce)ir.1943-4774.0001189,,,Locating and Prioritizing Suitable Places for the Implementation of Artificial Groundwater Recharge Plans,Journal of Irrigation and Drainage Engineering,,,2017-08,2017,143,8,04017018,Closed,Article,"Farhadian, Mostafa; Bozorg-Haddad, Omid; Pazoki, Maryam; Loáiciga, Hugo A.",,"Farhadian, Mostafa (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Pazoki, Maryam (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",1,1,,0.47,,https://app.dimensions.ai/details/publication/pub.1085276803,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
48,100,pub.1085982923,10.1007/s10584-017-1998-9,,,Optimized cropping patterns under climate-change conditions,Climatic Change,,,2017-08,2017,143,3-4,429-443,Closed,Article,"Abdi-Dehkordi, Mehri; Bozorg-Haddad, Omid; Loáiciga, Hugo A.","Bozorg-Haddad, Omid","Abdi-Dehkordi, Mehri (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",2,2,,1.03,,https://app.dimensions.ai/details/publication/pub.1085982923,0703 Crop and Pasture Production; 07 Agricultural and Veterinary Sciences,0703 Crop and Pasture Production,07 Agricultural and Veterinary Sciences,,,
49,100,pub.1084389325,10.2166/hydro.2017.085,,,Optimal operation of reservoir systems with the symbiotic organisms search (SOS) algorithm,Journal of Hydroinformatics,,,2017-07-01,2017,19,4,507-521,Closed,Article,"Bozorg-Haddad, Omid; Azarnivand, Ali; Hosseini-Moghari, Seyed-Mohammad; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (University of Tehran); Azarnivand, Ali (University of Tehran); Hosseini-Moghari, Seyed-Mohammad (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",7,6,,3.47,,https://app.dimensions.ai/details/publication/pub.1084389325,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
50,500,pub.1090284671,10.1007/s10661-017-6067-3,28660541,,Environmental water demand assessment under climate change conditions,Environmental Monitoring and Assessment,,Climate Change; Environmental Monitoring; Hydrology; Iran; Temperature; Water Resources; Wetlands,2017-07,2017,189,7,359,Closed,Article,"Sarzaeim, Parisa; Bozorg-Haddad, Omid; Fallah-Mehdipour, Elahe; Loáiciga, Hugo A.","Bozorg-Haddad, Omid","Sarzaeim, Parisa (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Fallah-Mehdipour, Elahe (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",3,2,0,0.99,,https://app.dimensions.ai/details/publication/pub.1090284671,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
51,200,pub.1084150035,10.1061/(asce)ee.1943-7870.0001217,,,Modeling Water-Quality Parameters Using Genetic Algorithm–Least Squares Support Vector Regression and Genetic Programming,Journal of Environmental Engineering,,,2017-07,2017,143,7,04017021,Closed,Article,"Bozorg-Haddad, Omid; Soleimani, Shima; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (); Soleimani, Shima (); Loáiciga, Hugo A. ()",5,4,,1.83,,https://app.dimensions.ai/details/publication/pub.1084150035,0905 Civil Engineering; 09 Engineering; 0904 Chemical Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0904 Chemical Engineering,0907 Environmental Engineering,
52,100,pub.1090832845,10.1007/s12665-017-6834-z,,,Climate change outlook for water resources management in a semiarid river basin: the effect of the environmental water demand,Environmental Earth Sciences,,,2017-07,2017,76,14,498,Closed,Article,"Sarzaeim, Parisa; Bozorg-Haddad, Omid; Fallah-Mehdipour, Elahe; Loáiciga, Hugo A.","Bozorg-Haddad, Omid","Sarzaeim, Parisa (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Fallah-Mehdipour, Elahe (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",3,3,,1.15,,https://app.dimensions.ai/details/publication/pub.1090832845,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 05 Environmental Sciences; 0502 Environmental Science and Management,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,05 Environmental Sciences,0502 Environmental Science and Management,
53,200,pub.1074217883,10.1061/(asce)ir.1943-4774.0001165,,,"Closure to “Simulation of Methyl Tertiary Butyl Ether Concentrations in River-Reservoir Systems Using Support Vector Regression” by Mahyar Aboutalebi, Omid Bozorg-Haddad, and Hugo A. Loáiciga",Journal of Irrigation and Drainage Engineering,,,2017-06,2017,143,6,07017004,Closed,Article,"Aboutalebi, Mahyar; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Aboutalebi, Mahyar (Utah State University); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1074217883,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
54,100,pub.1085152087,10.3390/w9050327,,,Coupled Infiltration and Kinematic-Wave Runoff Simulation in Slopes: Implications for Slope Stability,Water,,,2017-05-05,2017,9,5,327,All OA; Gold,Article,"Johnson, J. Michael; Loáiciga, Hugo A.",,"Johnson, J. Michael (); Loáiciga, Hugo A. ()",3,2,,1.24,https://www.mdpi.com/2073-4441/9/5/327/pdf,https://app.dimensions.ai/details/publication/pub.1085152087,0503 Soil Sciences; 05 Environmental Sciences,0503 Soil Sciences,05 Environmental Sciences,,,
55,500,pub.1084031291,10.1007/s11356-017-8907-7,28365843,,Real-time detection of organic contamination events in water distribution systems by principal components analysis of ultraviolet spectral data,Environmental Science and Pollution Research,,Bayes Theorem; Environmental Monitoring; Water; Water Quality; Water Supply,2017-05,2017,24,14,12882-12898,Closed,Article,"Zhang, Jian; Hou, Dibo; Wang, Ke; Huang, Pingjie; Zhang, Guangxin; Loáiciga, Hugo","Hou, Dibo","Zhang, Jian (Zhejiang University); Hou, Dibo (Zhejiang University); Wang, Ke (Zhejiang University); Huang, Pingjie (Zhejiang University); Zhang, Guangxin (Zhejiang University); Loáiciga, Hugo (University of California, Santa Barbara)",1,1,0,0.35,,https://app.dimensions.ai/details/publication/pub.1084031291,03 Chemical Sciences; 0301 Analytical Chemistry,03 Chemical Sciences,0301 Analytical Chemistry,,,
56,500,pub.1034342481,10.1111/gwat.12481,27779745,,The Safe Yield and Climatic Variability: Implications for Groundwater Management,Ground Water,,Conservation of Natural Resources; Groundwater; Texas,2017-05,2017,55,3,334-345,Closed,Article,"Loáiciga, Hugo A.",,"Loáiciga, Hugo A. ()",2,2,0,0.66,,https://app.dimensions.ai/details/publication/pub.1034342481,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
57,200,pub.1057637757,10.1061/(asce)ir.1943-4774.0001149,,,Role of Adaptive Water Resources Management Policies and Strategies in Relieving Conflicts between Water Resources and Agricultural Sector Water Use Caused by Climate Change,Journal of Irrigation and Drainage Engineering,,,2017-05,2017,143,5,02516004,Closed,Article,"Ashofteh, Parisa-Sadat; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Ashofteh, Parisa-Sadat (University of Qom); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",1,1,,0.47,,https://app.dimensions.ai/details/publication/pub.1057637757,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
58,200,pub.1057637758,10.1061/(asce)ir.1943-4774.0001151,,,Unionism and Water Resources Management,Journal of Irrigation and Drainage Engineering,,,2017-04,2017,143,4,02516003,Closed,Article,"Zolghadr-Asli, Babak; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Zolghadr-Asli, Babak (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. ()",4,2,,1.87,,https://app.dimensions.ai/details/publication/pub.1057637758,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
59,200,pub.1057637754,10.1061/(asce)ir.1943-4774.0001146,,,"Discussion of “Multiobjective Management of Water Allocation to Sustainable Irrigation Planning and Optimal Cropping Pattern” by R. Lalehzari, S. Boroomand Nasab, H. Moazed, and A. Haghighi",Journal of Irrigation and Drainage Engineering,,,2017-04,2017,143,4,07016023,Closed,Article,"Sarzaeim, Parisa; Bozorg-Haddad, Omid; Fallah-Mehdipour, Elahe; Loáiciga, Hugo A.",,"Sarzaeim, Parisa (); Bozorg-Haddad, Omid (); Fallah-Mehdipour, Elahe (); Loáiciga, Hugo A. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057637754,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
60,200,pub.1057637751,10.1061/(asce)ir.1943-4774.0001143,,,Impacts of Climate Change on the Conflict between Water Resources and Agricultural Water Use,Journal of Irrigation and Drainage Engineering,,,2017-04,2017,143,4,02516002,Closed,Article,"Ashofteh, Parisa-Sadat; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Ashofteh, Parisa-Sadat (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. ()",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057637751,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
61,100,pub.1069134607,10.2166/aqua.2016.067,,,Multi-objective design of water distribution systems based on the fuzzy reliability index,Journal of Water Supply: Research and Technology-Aqua,,,2017-02-13,2017,66,1,36-48,Closed,Article,"Bozorg-Haddad, Omid; Ghajarnia, Navid; Solgi, Mohammad; Loáiciga, Hugo A.; Mariño, Miguel A.",,"Bozorg-Haddad, Omid (University of Tehran); Ghajarnia, Navid (University of Tehran); Solgi, Mohammad (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara); Mariño, Miguel A. (University of California, Davis)",6,4,,4.47,,https://app.dimensions.ai/details/publication/pub.1069134607,0102 Applied Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,01 Mathematical Sciences,,,
62,500,pub.1008288781,10.1016/j.scitotenv.2016.10.225,27847182,,"Temporal variations of groundwater quality in the Western Jianghan Plain, China",The Science of The Total Environment,,"China; Environmental Monitoring; Groundwater; Nitrates; Time Factors; Water Pollutants, Chemical; Water Pollution; Water Wells",2017-02,2017,578,,542-550,Closed,Article,"Niu, Beibei; Wang, Huanhuan; Loáiciga, Hugo A.; Hong, Song; Shao, Wei","Hong, Song","Niu, Beibei (Wuhan University); Wang, Huanhuan (Wuhan University); Loáiciga, Hugo A. (University of California, Santa Barbara); Hong, Song (Wuhan University); Shao, Wei ()",14,12,2.12,4.61,,https://app.dimensions.ai/details/publication/pub.1008288781,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
63,200,pub.1057637742,10.1061/(asce)ir.1943-4774.0001132,,,Multiobjective Optimal Operation of Gated Spillways,Journal of Irrigation and Drainage Engineering,,,2017-02,2017,143,2,04016078,Closed,Article,"Amirkhani, Masoud; Bozorg-Haddad, Omid; Azarnivand, Ali; Loáiciga, Hugo A.",,"Amirkhani, Masoud (); Bozorg-Haddad, Omid (); Azarnivand, Ali (); Loáiciga, Hugo A. ()",1,0,,0.47,,https://app.dimensions.ai/details/publication/pub.1057637742,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
64,200,pub.1057637733,10.1061/(asce)ir.1943-4774.0001123,,,Development of Adaptive Strategies for Irrigation Water Demand Management under Climate Change,Journal of Irrigation and Drainage Engineering,,,2017-02,2017,143,2,04016077,Closed,Article,"Ashofteh, Parisa-Sadat; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Ashofteh, Parisa-Sadat (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. ()",13,9,,6.09,,https://app.dimensions.ai/details/publication/pub.1057637733,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
65,100,pub.1044790348,10.1007/s11269-016-1553-x,,,The Enhanced Honey-Bee Mating Optimization Algorithm for Water Resources Optimization,Water Resources Management,,,2017-02,2017,31,3,885-901,Closed,Article,"Solgi, Mohammad; Bozorg-Haddad, Omid; Loáiciga, Hugo A.","Bozorg-Haddad, Omid","Solgi, Mohammad (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",6,4,,4.48,,https://app.dimensions.ai/details/publication/pub.1044790348,0102 Applied Mathematics; 0103 Numerical and Computational Mathematics; 01 Mathematical Sciences,0102 Applied Mathematics,0103 Numerical and Computational Mathematics,01 Mathematical Sciences,,
66,100,pub.1001536762,10.1007/s11269-016-1554-9,,,Multi-Criteria Environmental Impact Assessment of Alternative Irrigation Networks with an Adopted Matrix-Based Method,Water Resources Management,,,2017-02,2017,31,3,903-928,Closed,Article,"Ashofteh, Parisa-Sadat; Bozorg-Haddad, Omid; Loáiciga, Hugo A.","Bozorg-Haddad, Omid","Ashofteh, Parisa-Sadat (University of Qom); Bozorg-Haddad, Omid (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1001536762,05 Environmental Sciences; 0502 Environmental Science and Management,05 Environmental Sciences,0502 Environmental Science and Management,,,
67,200,pub.1057645515,10.1061/(asce)wr.1943-5452.0000716,,,WASPAS Application and Evolutionary Algorithm Benchmarking in Optimal Reservoir Optimization Problems,Journal of Water Resources Planning and Management,,,2017-01,2017,143,1,04016070,Closed,Article,"Bozorg-Haddad, Omid; Azarnivand, Ali; Hosseini-Moghari, Seyed-Mohammad; Loáiciga, Hugo A.",,"Bozorg-Haddad, Omid (University of Tehran); Azarnivand, Ali (University of Tehran); Hosseini-Moghari, Seyed-Mohammad (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",10,3,,5.34,,https://app.dimensions.ai/details/publication/pub.1057645515,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
68,200,pub.1057629214,10.1061/(asce)ee.1943-7870.0001155,,,Multiobjective Design of Water-Quality Monitoring Networks in River-Reservoir Systems,Journal of Environmental Engineering,,,2017-01,2017,143,1,04016070,Closed,Article,"Aboutalebi, Mahyar; Bozorg-Haddad, Omid; Loáiciga, Hugo A.",,"Aboutalebi, Mahyar (); Bozorg-Haddad, Omid (); Loáiciga, Hugo A. ()",14,9,,5.13,,https://app.dimensions.ai/details/publication/pub.1057629214,0905 Civil Engineering; 09 Engineering; 0904 Chemical Engineering; 0907 Environmental Engineering,0905 Civil Engineering,09 Engineering,0904 Chemical Engineering,0907 Environmental Engineering,
69,100,pub.1051219326,10.1007/s11269-016-1530-4,,,Investigation of Climatic Variability with Hybrid Statistical Analysis,Water Resources Management,,,2017-01,2017,31,1,341-353,Closed,Article,"Bozorg-Haddad, Omid; Solgi, Mohammad; Loáiciga, Hugo A.","Bozorg-Haddad, Omid","Bozorg-Haddad, Omid (University of Tehran); Solgi, Mohammad (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",1,1,,0.98,,https://app.dimensions.ai/details/publication/pub.1051219326,01 Mathematical Sciences; 0104 Statistics,01 Mathematical Sciences,0104 Statistics,,,
70,200,pub.1057645516,10.1061/(asce)wr.1943-5452.0000717,,,Optimal Selective Withdrawal Rules Using a Coupled Data Mining Model and Genetic Algorithm,Journal of Water Resources Planning and Management,,,2016-12,2016,142,12,04016064,Closed,Article,"Soleimani, Shima; Bozorg-Haddad, Omid; Saadatpour, Motahareh; Loáiciga, Hugo A.",,"Soleimani, Shima (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Saadatpour, Motahareh (Iran University of Science and Technology); Loáiciga, Hugo A. (University of California, Santa Barbara)",9,5,,3.57,,https://app.dimensions.ai/details/publication/pub.1057645516,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
71,200,pub.1057645505,10.1061/(asce)wr.1943-5452.0000706,,,Application of Wind Energy to Withdraw Groundwater for Irrigation Management,Journal of Water Resources Planning and Management,,,2016-12,2016,142,12,04016058,Closed,Article,"Keshtkar, Hilda; Bozorg-Haddad, Omid; Jalali, Mohammad-Reza; Loáiciga, Hugo A.",,"Keshtkar, Hilda (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Jalali, Mohammad-Reza (Iran University of Science and Technology); Loáiciga, Hugo A. (University of California, Santa Barbara)",0,0,,0,,https://app.dimensions.ai/details/publication/pub.1057645505,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
72,200,pub.1057637715,10.1061/(asce)ir.1943-4774.0001105,,,Multiobjective Reservoir Operation for Water Quality Optimization,Journal of Irrigation and Drainage Engineering,,,2016-12,2016,142,12,04016065,Closed,Article,"Amirkhani, Masoud; Bozorg-Haddad, Omid; Fallah-Mehdipour, Elahe; Loáiciga, Hugo A.",,"Amirkhani, Masoud (University of Tehran); Bozorg-Haddad, Omid (University of Tehran); Fallah-Mehdipour, Elahe (University of Tehran); Loáiciga, Hugo A. (University of California, Santa Barbara)",5,4,,1.73,,https://app.dimensions.ai/details/publication/pub.1057637715,0905 Civil Engineering; 0915 Interdisciplinary Engineering; 09 Engineering,0905 Civil Engineering,0915 Interdisciplinary Engineering,09 Engineering,,
