,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Jordan F Clark. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
10,100,pub.1001085629,10.1016/j.jhydrol.2014.06.057,,,Characterisation of hyporheic exchange in a losing stream using radon-222,Journal of Hydrology,,,2014-11,2014,519,,94-105,"All OA; Green, Published",Article,"Bourke, Sarah A.; Cook, Peter G.; Shanafield, Margaret; Dogramaci, Shawan; Clark, Jordan F.","Bourke, Sarah A.","Bourke, Sarah A. (National Centre for Groundwater Research and Training); Cook, Peter G. (National Centre for Groundwater Research and Training); Shanafield, Margaret (National Centre for Groundwater Research and Training); Dogramaci, Shawan (Rio Tinto (Australia)); Clark, Jordan F. (University of California, Santa Barbara)",16,4,,2.48,https://escholarship.org/content/qt1j52w92s/qt1j52w92s.pdf?t=nx0ytr,https://app.dimensions.ai/details/publication/pub.1001085629,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
11,100,pub.1028866405,10.3390/w6061826,,,Investigation of Groundwater Flow Variations near a Recharge Pond with Repeat Deliberate Tracer Experiments,Water,,,2014-06-17,2014,6,6,1826-1839,All OA; Gold,Article,"Clark, Jordan F; Morrissey, Sheila; Dadakis, Jason; Hutchinson, Adam; Herndon, Roy",,"Clark, Jordan F (); Morrissey, Sheila (); Dadakis, Jason (); Hutchinson, Adam (); Herndon, Roy ()",9,3,,1.39,http://www.mdpi.com/2073-4441/6/6/1826/pdf,https://app.dimensions.ai/details/publication/pub.1028866405,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
12,100,pub.1027816777,10.3390/w6041013,,,Quantifying Reaeration Rates in Alpine Streams Using Deliberate Gas Tracer Experiments,Water,,,2014-04-22,2014,6,4,1013-1027,All OA; Gold,Article,"Benson, Andrew; Zane, Matthew; Becker, Timothy E.; Visser, Ate; Uriostegui, Stephanie H.; DeRubeis, Elizabeth; Moran, Jean E.; Esser, Bradley K.; Clark, Jordan F.",,"Benson, Andrew (); Zane, Matthew (); Becker, Timothy E. (); Visser, Ate (); Uriostegui, Stephanie H. (); DeRubeis, Elizabeth (); Moran, Jean E. (); Esser, Bradley K. (); Clark, Jordan F. ()",19,12,,5.44,https://www.mdpi.com/2073-4441/6/4/1013/pdf,https://app.dimensions.ai/details/publication/pub.1027816777,0915 Interdisciplinary Engineering; 09 Engineering,0915 Interdisciplinary Engineering,09 Engineering,,,
13,100,pub.1021556609,10.1016/j.gca.2012.10.033,,,The mangrove pump: The tidal flushing of animal burrows in a tropical mangrove forest determined from radionuclide budgets,Geochimica et Cosmochimica Acta,,,2013-02,2013,102,,12-22,"All OA; Green, Published",Article,"Stieglitz, Thomas C.; Clark, Jordan F.; Hancock, Gary J.","Stieglitz, Thomas C.","Stieglitz, Thomas C. (Australian Institute of Marine Science; James Cook University); Clark, Jordan F. (University of California, Santa Barbara); Hancock, Gary J. (Land and Water)",54,21,,7.83,https://hal.univ-brest.fr/hal-00788217/file/gca-Stieglitz.pdf,https://app.dimensions.ai/details/publication/pub.1021556609,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
14,100,pub.1013670986,10.1016/j.jhydrol.2012.06.030,,,Evolution of groundwater age in a mountain watershed over a period of thirteen years,Journal of Hydrology,,,2012-08,2012,460,Water Resour. Res. 35 1999,13-28,Closed,Article,"Manning, Andrew H.; Clark, Jordan F.; Diaz, Stephanie H.; Rademacher, Laura K.; Earman, Sam; Plummer, L. Niel","Manning, Andrew H.","Manning, Andrew H. (United States Geological Survey); Clark, Jordan F. (University of California, Santa Barbara); Diaz, Stephanie H. (University of California, Santa Barbara); Rademacher, Laura K. (University of the Pacific); Earman, Sam (Millersville University; Desert Research Institute); Plummer, L. Niel (United States Geological Survey)",46,7,,8.31,,https://app.dimensions.ai/details/publication/pub.1013670986,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
15,100,pub.1047044338,10.5194/sd-13-4-2012,,,IODP Expedition 327 and Atlantis Expedition AT 18-07: Observatories and Experiments on the Eastern Flank of the Juan de Fuca Ridge,Scientific Drilling,,,2012-04-01,2012,13,13,4-11,All OA; Gold,Article,"Fischer, A. T.; Tsuji, T.; Petronotis, K.; Wheat, C. G.; Becker, K.; Clark, J. F.; Cowen, J.; Edwards, K.; Jannasch, H.; 327, the IODP Expedition; Paries, <i>Atlantis</i> Expedition AT18-07 Shipboard",,"Fischer, A. T. (University of California, Santa Cruz); Tsuji, T. (Kyoto University); Petronotis, K. (Texas A&M University); Wheat, C. G. (); Becker, K. (University of Miami); Clark, J. F. (University of California, Santa Barbara); Cowen, J. (University of Hawaii at Manoa); Edwards, K. (University of Southern California); Jannasch, H. (Monterey Bay Aquarium Research Institute); 327, the IODP Expedition (); Paries, <i>Atlantis</i> Expedition AT18-07 Shipboard ()",4,1,,0.67,https://www.sci-dril.net/13/4/2012/sd-13-4-2012.pdf,https://app.dimensions.ai/details/publication/pub.1047044338,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
16,100,pub.1032570821,10.1038/ngeo956,,,Groundwater reorganization in the Floridan aquifer following Holocene sea-level rise,Nature Geoscience,,,2010-10,2010,3,10,683-687,"All OA; Green, Published",Article,"Morrissey, Sheila K.; Clark, Jordan F.; Bennett, Michael; Richardson, Emily; Stute, Martin","Clark, Jordan F.","Morrissey, Sheila K. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Bennett, Michael (); Richardson, Emily (South Florida Water Management District); Stute, Martin (Lamont-Doherty Earth Observatory)",32,8,,3.63,https://escholarship.org/content/qt0wd8s9jh/qt0wd8s9jh.pdf?t=o1ys1j,https://app.dimensions.ai/details/publication/pub.1032570821,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
17,200,pub.1050064473,10.1007/s00367-010-0202-2,,,Erratum to: Variability of gas composition and flux intensity in natural marine hydrocarbon seeps,Geo-Marine Letters,,,2010-06,2010,30,3-4,389-389,All OA; Gold,Article,"Clark, Jordan F.; Washburn, Libe; Emery, Katherine Schwager","Clark, Jordan F.","Clark, Jordan F. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Emery, Katherine Schwager (University of California, Santa Barbara)",2,1,,0.24,https://link.springer.com/content/pdf/10.1007%2Fs00367-010-0202-2.pdf,https://app.dimensions.ai/details/publication/pub.1050064473,04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,04 Earth Sciences,0404 Geophysics,0405 Oceanography,,
18,100,pub.1047635441,10.1007/s00367-009-0167-1,,,Variability of gas composition and flux intensity in natural marine hydrocarbon seeps,Geo-Marine Letters,,,2010-06,2010,30,3-4,379-388,All OA; Gold,Article,"Clark, Jordan F.; Washburn, Libe; Schwager Emery, Katherine","Clark, Jordan F.","Clark, Jordan F. (University of California, Santa Barbara); Washburn, Libe (University of California, Santa Barbara); Schwager Emery, Katherine (University of California, Santa Barbara)",26,3,,3.08,https://doi.org/10.1007/s00367-009-0167-1,https://app.dimensions.ai/details/publication/pub.1047635441,04 Earth Sciences; 0404 Geophysics; 0405 Oceanography,04 Earth Sciences,0404 Geophysics,0405 Oceanography,,
19,100,pub.1009308236,10.4319/lo.2009.54.6.2255,,,"Turbulent mixing induced by nonlinear internal waves in Mono Lake, California",Limnology and Oceanography,,,2009-11,2009,54,6,2255-2272,All OA; Gold,Article,"MacIntyre, Sally; Clark, Jordan F.; Jellison, Robert; Fram, Jonathan P.",,"MacIntyre, Sally (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Jellison, Robert (University of California, Santa Barbara); Fram, Jonathan P. (University of California, Santa Barbara)",29,6,,,https://aslopubs.onlinelibrary.wiley.com/doi/pdf/10.4319/lo.2009.54.6.2255,https://app.dimensions.ai/details/publication/pub.1009308236,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
20,400,pub.1039970879,10.1890/06-1617.1,19475919,,MECHANISMS OF CONTAMINANT TRANSPORT IN A MULTI‐BASIN LAKE,Ecological Applications,,"California; Ecosystem; Fresh Water; Mercury; Mining; Models, Chemical; Rhodamines; Water Movements; Water Pollutants, Chemical",2008-12,2008,18,sp8,a72-a88,All OA; Gold,Article,"Rueda, Francisco J.; Schladow, S. Geoffrey; Clark, Jordan F.",,"Rueda, Francisco J. (University of California, Davis; University of Granada); Schladow, S. Geoffrey (University of California, Davis); Clark, Jordan F. (University of California, Santa Barbara)",21,2,1.03,,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/06-1617.1,https://app.dimensions.ai/details/publication/pub.1039970879,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
21,400,pub.1007965198,10.1890/06-0998.1,19475918,,USE OF TRACERS TO QUANTIFY SUBSURFACE FLOW THROUGH A MINING PIT,Ecological Applications,,"California; Ecosystem; Fresh Water; Mercury; Mining; Rhodamines; Sulfur Hexafluoride; Time Factors; Water Pollutants, Chemical",2008-12,2008,18,sp8,a55-a71,All OA; Gold,Article,"Schladow, S. Geoffrey; Clark, Jordan F.",,"Schladow, S. Geoffrey (University of California, Davis); Clark, Jordan F. (University of California, Santa Barbara)",4,0,0.27,,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1890/06-0998.1,https://app.dimensions.ai/details/publication/pub.1007965198,05 Environmental Sciences; 06 Biological Sciences; 07 Agricultural and Veterinary Sciences,05 Environmental Sciences,06 Biological Sciences,07 Agricultural and Veterinary Sciences,,
22,100,pub.1036990454,10.1007/s12237-008-9093-0,,,An SF6 Tracer Study of the Flow Dynamics in the Stockton Deep Water Ship Channel: Implications for Dissolved Oxygen Dynamics,Chesapeake Science,,,2008-12,2008,31,6,1038-1051,All OA; Gold,Article,"Schmieder, Paul J.; Ho, David T.; Schlosser, Peter; Clark, Jordan F.; Schladow, S. Geoffrey","Schmieder, Paul J.","Schmieder, Paul J. (Lamont-Doherty Earth Observatory; Columbia University); Ho, David T. (Lamont-Doherty Earth Observatory; University of Hawaii at Manoa); Schlosser, Peter (Lamont-Doherty Earth Observatory; Columbia University); Clark, Jordan F. (University of California, Santa Barbara); Schladow, S. Geoffrey (University of California, Davis)",1,0,,,https://link.springer.com/content/pdf/10.1007%2Fs12237-008-9093-0.pdf,https://app.dimensions.ai/details/publication/pub.1036990454,04 Earth Sciences; 05 Environmental Sciences; 06 Biological Sciences,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences,,
23,200,pub.1057616503,10.1061/(asce)1084-0699(2008)13:11(1021),,,Groundwater Travel Times near Spreading Ponds: Inferences from Geochemical and Physical Approaches,Journal of Hydrologic Engineering,,,2008-11,2008,13,11,1021-1028,"All OA; Green, Accepted & Submitted",Article,"McDermott, Jeni A.; Avisar, Dror; Johnson, Theodore A.; Clark, Jordan F.",,"McDermott, Jeni A. (University of California, Santa Barbara); Avisar, Dror (University of California, Santa Barbara); Johnson, Theodore A. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara)",7,1,,1.39,https://escholarship.org/content/qt3g06g6hz/qt3g06g6hz.pdf?t=o1ysg3,https://app.dimensions.ai/details/publication/pub.1057616503,0905 Civil Engineering; 09 Engineering,0905 Civil Engineering,09 Engineering,,,
24,100,pub.1013466982,10.1016/j.apgeochem.2008.03.010,,,"Carbon sources and signals through time in an Alpine groundwater Basin, Sagehen California",Applied Geochemistry,,,2008-08,2008,23,8,2284-2291,"All OA; Green, Published",Article,"Blumhagen, Erik D.; Clark, Jordan F.","Clark, Jordan F.","Blumhagen, Erik D. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara)",10,1,,1.01,https://escholarship.org/content/qt66g7w0mh/qt66g7w0mh.pdf?t=o1ysko,https://app.dimensions.ai/details/publication/pub.1013466982,0503 Soil Sciences; 04 Earth Sciences; 05 Environmental Sciences; 0406 Physical Geography and Environmental Geoscience,0503 Soil Sciences,04 Earth Sciences,05 Environmental Sciences,0406 Physical Geography and Environmental Geoscience,
25,100,pub.1064974147,10.1306/eg.07110707010,,,"Gaseous emission rates from natural petroleum seeps in the Upper Ojai Valley, California",Environmental Geosciences,,,2007-12,2007,14,4,197-207,"All OA; Green, Published",Article,"Duffy, Marlene; Kinnaman, Franklin S.; Valentine, David L.; Keller, Edward A.; Clark, Jordan F.",,"Duffy, Marlene (University of California, Santa Barbara); Kinnaman, Franklin S. (University of California, Santa Barbara); Valentine, David L. (University of California, Santa Barbara); Keller, Edward A. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara)",11,1,,2.21,https://escholarship.org/content/qt9v41x9ff/qt9v41x9ff.pdf?t=o1yslv,https://app.dimensions.ai/details/publication/pub.1064974147,0914 Resources Engineering and Extractive Metallurgy; 09 Engineering,0914 Resources Engineering and Extractive Metallurgy,09 Engineering,,,
26,100,pub.1010327485,10.1029/2007gl031344,,,"Dissolved methane distributions and air‐sea flux in the plume of a massive seep field, Coal Oil Point, California",Geophysical Research Letters,,,2007,2007,34,22,,All OA; Gold,Article,"Mau, Susan; Valentine, David L.; Clark, Jordan F.; Reed, Justin; Camilli, Richard; Washburn, Libe",,"Mau, Susan (University of California, Santa Barbara; Kiel University); Valentine, David L. (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara); Reed, Justin (University of California, Santa Barbara); Camilli, Richard (Woods Hole Oceanographic Institution); Washburn, Libe (University of California, Santa Barbara)",75,14,,7.19,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007GL031344,https://app.dimensions.ai/details/publication/pub.1010327485,0405 Oceanography; 09 Engineering; 04 Earth Sciences; 0907 Environmental Engineering,0405 Oceanography,09 Engineering,04 Earth Sciences,0907 Environmental Engineering,
27,100,pub.1049855220,10.1029/2006wr004921,,,"Quantifying groundwater discharge to Cockburn River, southeastern Australia, using dissolved gas tracers 222Rn and SF6",Water Resources Research,,,2006-10,2006,42,10,,All OA; Gold,Article,"Cook, P. G.; Lamontagne, S.; Berhane, D.; Clark, J. F.",,"Cook, P. G. (Land and Water); Lamontagne, S. (Land and Water); Berhane, D. (); Clark, J. F. (University of California, Santa Barbara)",109,21,,21.22,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2006WR004921,https://app.dimensions.ai/details/publication/pub.1049855220,09 Engineering; 14 Economics; 0905 Civil Engineering; 1402 Applied Economics; 0907 Environmental Engineering,09 Engineering,14 Economics,0905 Civil Engineering,1402 Applied Economics,0907 Environmental Engineering
28,100,pub.1044499828,10.1029/2005gb002668,,,Natural marine seepage blowout: Contribution to atmospheric methane,Global Biogeochemical Cycles,,,2006-09,2006,20,3,n/a-n/a,All OA; Gold,Article,"Leifer, Ira; Luyendyk, Bruce P.; Boles, Jim; Clark, Jordan F.",,"Leifer, Ira (University of California, Santa Barbara); Luyendyk, Bruce P. (University of California, Santa Barbara); Boles, Jim (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara)",84,6,,6.3,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2005GB002668,https://app.dimensions.ai/details/publication/pub.1044499828,04 Earth Sciences; 0405 Oceanography,04 Earth Sciences,0405 Oceanography,,,
29,200,pub.1020818000,10.1016/j.gca.2006.06.121,,,"Carbon sources and signals through time in an alpine groundwater basin, Sagehen California",Geochimica et Cosmochimica Acta,,,2006-08,2006,70,18,a104,"All OA; Green, Published",Article,"Clark, J.F .; Blumhagen, E.D.",,"Clark, J.F . (University of California, Santa Barbara); Blumhagen, E.D. (University of California, Santa Barbara)",0,0,,0,https://escholarship.org/content/qt66g7w0mh/qt66g7w0mh.pdf?t=o1ysko,https://app.dimensions.ai/details/publication/pub.1020818000,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0403 Geology; 0402 Geochemistry,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0403 Geology,0402 Geochemistry,
30,100,pub.1019315862,10.2113/11.4.309,,,Evaluating Travel Times Beneath an Artificial Recharge Pond Using Sulfur Hexafluoride,Environmental and Engineering Geoscience,,,2005-11-01,2005,11,4,309-317,"All OA; Green, Accepted & Submitted",Article,"AVISAR, DROR; CLARK, JORDAN F.",,"AVISAR, DROR (University of California, Santa Barbara); CLARK, JORDAN F. (University of California, Santa Barbara)",5,1,,0.63,https://escholarship.org/content/qt7t75p107/qt7t75p107.pdf?t=o1ytij,https://app.dimensions.ai/details/publication/pub.1019315862,09 Engineering; 0904 Chemical Engineering,09 Engineering,0904 Chemical Engineering,,,
31,400,pub.1055497418,10.1021/es049053x,15984768,,Gas transport below artificial recharge ponds: insights from dissolved noble gases and a dual gas (SF6 and 3He) tracer experiment.,Environmental Science & Technology,,Environmental Monitoring; Helium; Isotope Labeling; Noble Gases; Sulfur Hexafluoride; Time Factors; Water Movements; Water Supply,2005-06,2005,39,11,3939-45,"All OA; Green, Accepted & Submitted",Article,"Clark, Jordan F; Hudson, G Bryant; Avisar, Dror",,"Clark, Jordan F (University of California, Santa Barbara); Hudson, G Bryant (); Avisar, Dror ()",18,3,0.15,1.64,https://escholarship.org/content/qt2s42854c/qt2s42854c.pdf?t=o1ytmu,https://app.dimensions.ai/details/publication/pub.1055497418,0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,,,
32,100,pub.1047269392,10.1016/j.marpetgeo.2004.08.005,,,Hypothesis for increased atmospheric methane input from hydrocarbon seeps on exposed continental shelves during glacial low sea level,Marine and Petroleum Geology,,,2005-04,2005,22,4,591-596,"All OA; Green, Published",Article,"Luyendyk, Bruce; Kennett, James; Clark, Jordan F.","Luyendyk, Bruce","Luyendyk, Bruce (University of California, Santa Barbara); Kennett, James (University of California, Santa Barbara); Clark, Jordan F. (University of California, Santa Barbara)",25,2,,2.44,https://escholarship.org/content/qt6j08d3gp/qt6j08d3gp.pdf?t=o1ytp0,https://app.dimensions.ai/details/publication/pub.1047269392,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
