,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Thiago Sanna Freire Silva. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
10,200,pub.1107744409,10.1093/biosci/biy147,,,Terrestrial Passive Acoustic Monitoring: Review and Perspectives,BioScience,,,2019-01-01,2019,69,1,15-25,Closed,Article,"Sugai, Larissa Sayuri Moreira; Silva, Thiago Sanna Freire; Ribeiro, José Wagner; Llusia, Diego",,"Sugai, Larissa Sayuri Moreira (Sao Paulo State University; Autonomous University of Madrid); Silva, Thiago Sanna Freire (); Ribeiro, José Wagner (Sao Paulo State University); Llusia, Diego (Federal University of Goiás; Autonomous University of Madrid)",7,7,,,,https://app.dimensions.ai/details/publication/pub.1107744409,05 Environmental Sciences; 06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,,,
11,500,pub.1100320545,10.1038/s41598-017-18927-1,29343741,PMC5772443,Species Distribution Modelling: Contrasting presence-only models with plot abundance data,Scientific Reports,,"Brazil; Chrysobalanaceae; Conservation of Natural Resources; Fabaceae; Humans; Models, Statistical; Plant Dispersal; Polygonaceae; Trees",2018-12,2018,8,1,1003,All OA; Gold,Article,"Gomes, Vitor H. F.; IJff, Stéphanie D.; Raes, Niels; Amaral, Iêda Leão; Salomão, Rafael P.; de Souza Coelho, Luiz; de Almeida Matos, Francisca Dionízia; Castilho, Carolina V.; de Andrade Lima Filho, Diogenes; López, Dairon Cárdenas; Guevara, Juan Ernesto; Magnusson, William E.; Phillips, Oliver L.; Wittmann, Florian; de Jesus Veiga Carim, Marcelo; Martins, Maria Pires; Irume, Mariana Victória; Sabatier, Daniel; Molino, Jean-François; Bánki, Olaf S.; da Silva Guimarães, José Renan; Pitman, Nigel C. A.; Piedade, Maria Teresa Fernandez; Mendoza, Abel Monteagudo; Luize, Bruno Garcia; Venticinque, Eduardo Martins; de Leão Novo, Evlyn Márcia Moraes; Vargas, Percy Núñez; Silva, Thiago Sanna Freire; Manzatto, Angelo Gilberto; Terborgh, John; Reis, Neidiane Farias Costa; Montero, Juan Carlos; Casula, Katia Regina; Marimon, Beatriz S.; Marimon, Ben-Hur; Coronado, Euridice N. Honorio; Feldpausch, Ted R.; Duque, Alvaro; Zartman, Charles Eugene; Arboleda, Nicolás Castaño; Killeen, Timothy J.; Mostacedo, Bonifacio; Vasquez, Rodolfo; Schöngart, Jochen; Assis, Rafael L.; Medeiros, Marcelo Brilhante; Simon, Marcelo Fragomeni; Andrade, Ana; Laurance, William F.; Camargo, José Luís; Demarchi, Layon O.; Laurance, Susan G. W.; de Sousa Farias, Emanuelle; Nascimento, Henrique Eduardo Mendonça; Revilla, Juan David Cardenas; Quaresma, Adriano; Costa, Flavia R. C.; Vieira, Ima Célia Guimarães; Cintra, Bruno Barçante Ladvocat; Castellanos, Hernán; Brienen, Roel; Stevenson, Pablo R.; Feitosa, Yuri; Duivenvoorden, Joost F.; Aymard C., Gerardo A.; Mogollón, Hugo F.; Targhetta, Natalia; Comiskey, James A.; Vicentini, Alberto; Lopes, Aline; Damasco, Gabriel; Dávila, Nállarett; García-Villacorta, Roosevelt; Levis, Carolina; Schietti, Juliana; Souza, Priscila; Emilio, Thaise; Alonso, Alfonso; Neill, David; Dallmeier, Francisco; Ferreira, Leandro Valle; Araujo-Murakami, Alejandro; Praia, Daniel; do Amaral, Dário Dantas; Carvalho, Fernanda Antunes; de Souza, Fernanda Coelho; Feeley, Kenneth; Arroyo, Luzmila; Pansonato, Marcelo Petratti; Gribel, Rogerio; Villa, Boris; Licona, Juan Carlos; Fine, Paul V. A.; Cerón, Carlos; Baraloto, Chris; Jimenez, Eliana M.; Stropp, Juliana; Engel, Julien; Silveira, Marcos; Mora, Maria Cristina Peñuela; Petronelli, Pascal; Maas, Paul; Thomas-Caesar, Raquel; Henkel, Terry W.; Daly, Doug; Paredes, Marcos Ríos; Baker, Tim R.; Fuentes, Alfredo; Peres, Carlos A.; Chave, Jerome; Pena, Jose Luis Marcelo; Dexter, Kyle G.; Silman, Miles R.; Jørgensen, Peter Møller; Pennington, Toby; Di Fiore, Anthony; Valverde, Fernando Cornejo; Phillips, Juan Fernando; Rivas-Torres, Gonzalo; von Hildebrand, Patricio; van Andel, Tinde R.; Ruschel, Ademir R.; Prieto, Adriana; Rudas, Agustín; Hoffman, Bruce; Vela, César I. A.; Barbosa, Edelcilio Marques; Zent, Egleé L.; Gonzales, George Pepe Gallardo; Doza, Hilda Paulette Dávila; de Andrade Miranda, Ires Paula; Guillaumet, Jean-Louis; Pinto, Linder Felipe Mozombite; de Matos Bonates, Luiz Carlos; Silva, Natalino; Gómez, Ricardo Zárate; Zent, Stanford; Gonzales, Therany; Vos, Vincent A.; Malhi, Yadvinder; Oliveira, Alexandre A.; Cano, Angela; Albuquerque, Bianca Weiss; Vriesendorp, Corine; Correa, Diego Felipe; Torre, Emilio Vilanova; van der Heijden, Geertje; Ramirez-Angulo, Hirma; Ramos, José Ferreira; Young, Kenneth R.; Rocha, Maira; Nascimento, Marcelo Trindade; Medina, Maria Natalia Umaña; Tirado, Milton; Wang, Ophelia; Sierra, Rodrigo; Torres-Lezama, Armando; Mendoza, Casimiro; Ferreira, Cid; Baider, Cláudia; Villarroel, Daniel; Balslev, Henrik; Mesones, Italo; Giraldo, Ligia Estela Urrego; Casas, Luisa Fernanda; Reategui, Manuel Augusto Ahuite; Linares-Palomino, Reynaldo; Zagt, Roderick; Cárdenas, Sasha; Farfan-Rios, William; Sampaio, Adeilza Felipe; Pauletto, Daniela; Sandoval, Elvis H. Valderrama; Arevalo, Freddy Ramirez; Huamantupa-Chuquimaco, Isau; Garcia-Cabrera, Karina; Hernandez, Lionel; Gamarra, Luis Valenzuela; Alexiades, Miguel N.; Pansini, Susamar; Cuenca, Walter Palacios; Milliken, William; Ricardo, Joana; Lopez-Gonzalez, Gabriela; Pos, Edwin; ter Steege, Hans","ter Steege, Hans","Gomes, Vitor H. F. (Museu Paraense Emílio Goeldi; Federal University of Para); IJff, Stéphanie D. (Naturalis Biodiversity Center; Deltares); Raes, Niels (Naturalis Biodiversity Center); Amaral, Iêda Leão (); Salomão, Rafael P. (Federal University of Para); de Souza Coelho, Luiz (); de Almeida Matos, Francisca Dionízia (); Castilho, Carolina V. (); de Andrade Lima Filho, Diogenes (); López, Dairon Cárdenas (Instituto Sinchi); Guevara, Juan Ernesto (Universidad San Francisco de Quito); Magnusson, William E. (); Phillips, Oliver L. (University of Leeds); Wittmann, Florian (Max Planck Institute for Chemistry); de Jesus Veiga Carim, Marcelo (); Martins, Maria Pires (); Irume, Mariana Victória (); Sabatier, Daniel (French National Centre for Scientific Research); Molino, Jean-François (); Bánki, Olaf S. (Naturalis Biodiversity Center); da Silva Guimarães, José Renan (); Pitman, Nigel C. A. (Field Museum of Natural History); Piedade, Maria Teresa Fernandez (); Mendoza, Abel Monteagudo (); Luize, Bruno Garcia (Sao Paulo State University); Venticinque, Eduardo Martins (Federal University of Rio Grande do Norte); de Leão Novo, Evlyn Márcia Moraes (National Institute for Space Research); Vargas, Percy Núñez (National University of Saint Anthony the Abbot in Cuzco); Silva, Thiago Sanna Freire (Sao Paulo State University); Manzatto, Angelo Gilberto (Universidade Federal de Rondônia); Terborgh, John (Duke University); Reis, Neidiane Farias Costa (Universidade Federal de Rondônia); Montero, Juan Carlos (Bolivian Forest Research Institute); Casula, Katia Regina (Universidade Federal de Rondônia); Marimon, Beatriz S. (); Marimon, Ben-Hur (); Coronado, Euridice N. Honorio (Instituto de Investigaciones de la Amazonía Peruana; University of Leeds); Feldpausch, Ted R. (University of Exeter); Duque, Alvaro (National University of Colombia); Zartman, Charles Eugene (); Arboleda, Nicolás Castaño (Instituto Sinchi); Killeen, Timothy J. (); Mostacedo, Bonifacio (Universidad Autónoma Gabriel René Moreno); Vasquez, Rodolfo (); Schöngart, Jochen (); Assis, Rafael L. (); Medeiros, Marcelo Brilhante (); Simon, Marcelo Fragomeni (); Andrade, Ana (); Laurance, William F. (James Cook University); Camargo, José Luís (); Demarchi, Layon O. (); Laurance, Susan G. W. (James Cook University); de Sousa Farias, Emanuelle (Oswaldo Cruz Foundation); Nascimento, Henrique Eduardo Mendonça (); Revilla, Juan David Cardenas (); Quaresma, Adriano (); Costa, Flavia R. C. (); Vieira, Ima Célia Guimarães (Museu Paraense Emílio Goeldi); Cintra, Bruno Barçante Ladvocat (University of Leeds); Castellanos, Hernán (Universidad Nacional Experimental de Guayana); Brienen, Roel (University of Leeds); Stevenson, Pablo R. (); Feitosa, Yuri (); Duivenvoorden, Joost F. (University of Amsterdam); Aymard C., Gerardo A. (); Mogollón, Hugo F. (); Targhetta, Natalia (); Comiskey, James A. (); Vicentini, Alberto (); Lopes, Aline (); Damasco, Gabriel (); Dávila, Nállarett (State University of Campinas); García-Villacorta, Roosevelt (University of Edinburgh; Royal Botanic Garden Edinburgh); Levis, Carolina (Wageningen University & Research); Schietti, Juliana (); Souza, Priscila (); Emilio, Thaise (Royal Botanic Gardens); Alonso, Alfonso (); Neill, David (Universidad Estatal Amazónica); Dallmeier, Francisco (); Ferreira, Leandro Valle (Museu Paraense Emílio Goeldi); Araujo-Murakami, Alejandro (Museo de Historia Natural Noel Kempff Mercado); Praia, Daniel (); do Amaral, Dário Dantas (Museu Paraense Emílio Goeldi); Carvalho, Fernanda Antunes (Federal University of Rio Grande do Norte); de Souza, Fernanda Coelho (University of Leeds); Feeley, Kenneth (Fairchild Tropical Botanic Garden); Arroyo, Luzmila (Museo de Historia Natural Noel Kempff Mercado); Pansonato, Marcelo Petratti (University of Sao Paulo); Gribel, Rogerio (Instituto de Pesquisas Jardim Botânico do Rio de Janeiro); Villa, Boris (); Licona, Juan Carlos (Bolivian Forest Research Institute); Fine, Paul V. A. (); Cerón, Carlos (); Baraloto, Chris (); Jimenez, Eliana M. (National University of Colombia); Stropp, Juliana (Federal University of Alagoas); Engel, Julien (French National Centre for Scientific Research); Silveira, Marcos (Federal University of Acre); Mora, Maria Cristina Peñuela (Universidad Regional Amazónica IKIAM); Petronelli, Pascal (); Maas, Paul (Naturalis Biodiversity Center); Thomas-Caesar, Raquel (); Henkel, Terry W. (Humboldt State University); Daly, Doug (New York Botanical Garden); Paredes, Marcos Ríos (); Baker, Tim R. (University of Leeds); Fuentes, Alfredo (Higher University of San Andrés; Missouri Botanical Garden); Peres, Carlos A. (University of East Anglia); Chave, Jerome (Laboratory Evolution and Biological Diversity); Pena, Jose Luis Marcelo (National Agrarian University); Dexter, Kyle G. (University of Edinburgh; Royal Botanic Garden Edinburgh); Silman, Miles R. (Wake Forest University); Jørgensen, Peter Møller (Missouri Botanical Garden); Pennington, Toby (Royal Botanic Garden Edinburgh); Di Fiore, Anthony (); Valverde, Fernando Cornejo (); Phillips, Juan Fernando (); Rivas-Torres, Gonzalo (University of Florida); von Hildebrand, Patricio (); van Andel, Tinde R. (Naturalis Biodiversity Center); Ruschel, Ademir R. (Brazilian Agricultural Research Corporation); Prieto, Adriana (National University of Colombia); Rudas, Agustín (National University of Colombia); Hoffman, Bruce (); Vela, César I. A. (National University of Saint Anthony the Abbot in Cuzco); Barbosa, Edelcilio Marques (); Zent, Egleé L. (Instituto Venezolano de Investigaciones Científicas); Gonzales, George Pepe Gallardo (); Doza, Hilda Paulette Dávila (); de Andrade Miranda, Ires Paula (); Guillaumet, Jean-Louis (); Pinto, Linder Felipe Mozombite (); de Matos Bonates, Luiz Carlos (); Silva, Natalino (Universidade Federal Rural da Amazônia); Gómez, Ricardo Zárate (Instituto de Investigaciones de la Amazonía Peruana); Zent, Stanford (Instituto Venezolano de Investigaciones Científicas); Gonzales, Therany (); Vos, Vincent A. (Universidad Autónoma del Beni); Malhi, Yadvinder (University of Oxford); Oliveira, Alexandre A. (University of Sao Paulo); Cano, Angela (); Albuquerque, Bianca Weiss (); Vriesendorp, Corine (Field Museum of Natural History); Correa, Diego Felipe (University of Queensland); Torre, Emilio Vilanova (University of the Andes; University of Washington); van der Heijden, Geertje (University of Nottingham); Ramirez-Angulo, Hirma (University of the Andes); Ramos, José Ferreira (); Young, Kenneth R. (The University of Texas at Austin); Rocha, Maira (); Nascimento, Marcelo Trindade (State University of Norte Fluminense); Medina, Maria Natalia Umaña (University of Maryland, College Park); Tirado, Milton (); Wang, Ophelia (Northern Arizona University); Sierra, Rodrigo (); Torres-Lezama, Armando (University of the Andes); Mendoza, Casimiro (University of San Simón); Ferreira, Cid (); Baider, Cláudia (Ministry of Agro Industry and Food Security); Villarroel, Daniel (Museo de Historia Natural Noel Kempff Mercado); Balslev, Henrik (Aarhus University); Mesones, Italo (); Giraldo, Ligia Estela Urrego (National University of Colombia); Casas, Luisa Fernanda (University of Los Andes); Reategui, Manuel Augusto Ahuite (); Linares-Palomino, Reynaldo (National Zoological Park); Zagt, Roderick (); Cárdenas, Sasha (University of Los Andes); Farfan-Rios, William (Wake Forest University); Sampaio, Adeilza Felipe (Universidade Federal de Rondônia); Pauletto, Daniela (Federal University of Western Pará); Sandoval, Elvis H. Valderrama (University of Missouri; Universidad Nacional de la Amazonía Peruana); Arevalo, Freddy Ramirez (Universidad Nacional de la Amazonía Peruana); Huamantupa-Chuquimaco, Isau (National University of Saint Anthony the Abbot in Cuzco); Garcia-Cabrera, Karina (Wake Forest University); Hernandez, Lionel (Universidad Nacional Experimental de Guayana); Gamarra, Luis Valenzuela (); Alexiades, Miguel N. (University of Kent); Pansini, Susamar (Universidade Federal de Rondônia); Cuenca, Walter Palacios (Universidad Técnica del Norte); Milliken, William (Royal Botanic Gardens); Ricardo, Joana (University of Leeds); Lopez-Gonzalez, Gabriela (University of Leeds); Pos, Edwin (Naturalis Biodiversity Center; Utrecht University); ter Steege, Hans (Naturalis Biodiversity Center; VU University Amsterdam)",21,21,,,https://www.nature.com/articles/s41598-017-18927-1.pdf,https://app.dimensions.ai/details/publication/pub.1100320545,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
12,100,pub.1105253017,10.1111/jbi.13400,,,"Subtropical streams harbour higher genus richness and lower abundance of insects compared to boreal streams, but scale matters",Journal of Biogeography,,,2018-09,2018,45,9,1983-1993,Closed,Article,"Heino, Jani; Melo, Adriano S.; Jyrkänkallio‐Mikkola, Jenny; Petsch, Danielle Katharine; Saito, Victor Satoru; Tolonen, Kimmo T.; Bini, Luis Mauricio; Landeiro, Victor Lemes; Silva, Thiago Sanna Freire; Pajunen, Virpi; Soininen, Janne; Siqueira, Tadeu",,"Heino, Jani (Finnish Environment Institute); Melo, Adriano S. (Federal University of Goiás); Jyrkänkallio‐Mikkola, Jenny (University of Helsinki); Petsch, Danielle Katharine (Federal University of Goiás); Saito, Victor Satoru (Federal University of São Carlos); Tolonen, Kimmo T. (Finnish Environment Institute; University of Jyväskylä); Bini, Luis Mauricio (Federal University of Goiás); Landeiro, Victor Lemes (Federal University of Mato Grosso); Silva, Thiago Sanna Freire (Sao Paulo State University); Pajunen, Virpi (University of Helsinki); Soininen, Janne (University of Helsinki); Siqueira, Tadeu (Sao Paulo State University)",7,7,,,,https://app.dimensions.ai/details/publication/pub.1105253017,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
13,100,pub.1106361638,10.3390/rs10091355,,,Multifrequency and Full-Polarimetric SAR Assessment for Estimating Above Ground Biomass and Leaf Area Index in the Amazon Várzea Wetlands,Remote Sensing,,,2018-08-25,2018,10,9,1355,All OA; Gold,Article,"Pereira, Luciana O.; Furtado, Luiz F. A.; Novo, Evlyn M. L. M.; Sant’Anna, Sidnei J. S.; Liesenberg, Veraldo; Silva, Thiago S. F.",,"Pereira, Luciana O. (University of Exeter); Furtado, Luiz F. A. (Federal University of Rio de Janeiro); Novo, Evlyn M. L. M. (); Sant’Anna, Sidnei J. S. (); Liesenberg, Veraldo (Santa Catarina State University); Silva, Thiago S. F. (Sao Paulo State University)",2,2,,,https://www.mdpi.com/2072-4292/10/9/1355/pdf,https://app.dimensions.ai/details/publication/pub.1106361638,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
14,500,pub.1103262434,10.1016/j.jenvman.2018.04.004,29665489,,Management impacts on fire occurrence: A comparison of fire regimes of African and South American tropical savannas in different protected areas,Journal of Environmental Management,,Brazil; Ecosystem; Fires; Grassland; Humans; Madagascar; Seasons,2018-07,2018,218,Trop. Conserv. Sci. 8 2015,79-87,"All OA; Green, Published",Article,"Alvarado, Swanni T.; Silva, Thiago Sanna Freire; Archibald, Sally","Alvarado, Swanni T.","Alvarado, Swanni T. (Sao Paulo State University; University of the Witwatersrand); Silva, Thiago Sanna Freire (Sao Paulo State University); Archibald, Sally (University of the Witwatersrand)",8,8,,,https://repositorio.unesp.br/bitstream/11449/170895/1/2-s2.0-85045449803.pdf,https://app.dimensions.ai/details/publication/pub.1103262434,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
15,500,pub.1104290507,10.1371/journal.pone.0198130,29813116,PMC5973586,The tree species pool of Amazonian wetland forests: Which species can assemble in periodically waterlogged habitats?,PLoS ONE,,Biological Evolution; Forests; Survival Analysis; Trees; Wetlands,2018-05-29,2018,13,5,e0198130,All OA; Gold,Article,"Luize, Bruno Garcia; Magalhães, José Leonardo Lima; Queiroz, Helder; Lopes, Maria Aparecida; Venticinque, Eduardo Martins; de Moraes Novo, Evlyn Márcia Leão; Silva, Thiago Sanna Freire",,"Luize, Bruno Garcia (Sao Paulo State University); Magalhães, José Leonardo Lima (); Queiroz, Helder (Instituto de Desenvolvimento Sustentável Mamirauá); Lopes, Maria Aparecida (); Venticinque, Eduardo Martins (Federal University of Rio Grande do Norte); de Moraes Novo, Evlyn Márcia Leão (National Institute for Space Research); Silva, Thiago Sanna Freire (Sao Paulo State University)",4,4,,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0198130&type=printable,https://app.dimensions.ai/details/publication/pub.1104290507,05 Environmental Sciences; 06 Biological Sciences; 0602 Ecology; 0502 Environmental Science and Management,05 Environmental Sciences,06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,
16,100,pub.1104015916,10.1007/978-90-481-9659-3_307,,,Remote Sensing of Wetland Types: Subtropical Wetlands of Southern Hemisphere,,The Wetland Book,,2018,2018,,,1673-1678,Closed,Chapter,"Costa, Maycira; Evans, Teresa; Silva, Thiago S. F.","Costa, Maycira","Costa, Maycira (University of Victoria); Evans, Teresa (University of Victoria); Silva, Thiago S. F. (Sao Paulo State University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1104015916,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
17,100,pub.1104015912,10.1007/978-90-481-9659-3_303,,,Remote Sensing of Wetland Types: Tropical Flooded Forests,,The Wetland Book,,2018,2018,,,1685-1690,Closed,Chapter,"Hess, Laura; Costa, Maycira; Evans, Teresa; Silva, Thiago S. F.; Chapman, Bruce; Milne, Tony","Hess, Laura","Hess, Laura (University of California, Santa Barbara); Costa, Maycira (University of Victoria); Evans, Teresa (University of Victoria); Silva, Thiago S. F. (Sao Paulo State University); Chapman, Bruce (California Institute of Technology); Milne, Tony (UNSW Sydney)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1104015912,09 Engineering; 0909 Geomatic Engineering,09 Engineering,0909 Geomatic Engineering,,,
18,100,pub.1084023579,10.1007/s10021-017-0123-2,,,Land Surface Phenology in the Tropics: The Role of Climate and Topography in a Snow-Free Mountain,Ecosystems,,,2017-12,2017,20,8,1436-1453,Closed,Article,"Streher, Annia Susin; Sobreiro, João Francisco Ferreira; Morellato, Leonor Patrícia Cerdeira; Silva, Thiago Sanna Freire","Streher, Annia Susin","Streher, Annia Susin (Sao Paulo State University); Sobreiro, João Francisco Ferreira (Sao Paulo State University); Morellato, Leonor Patrícia Cerdeira (Sao Paulo State University); Silva, Thiago Sanna Freire (Sao Paulo State University)",10,10,,3.89,,https://app.dimensions.ai/details/publication/pub.1084023579,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
19,100,pub.1099740335,10.1109/igarss.2017.8127824,,,Semantic Segmentation of Vegetation Images Acquired by Unmanned Aerial Vehicles Using an Ensemble of Convnets,,2017 IEEE International Geoscience and Remote Sensing Symposium (IGARSS),,2017-07,2017,,,3787-3790,Closed,Proceeding,"Nogueira, Keiller; Santos, Jefersson A. Dos; Cancian, Leonardo; Borges, Bruno D.; Silva, Thiago S. F.; Morellato, Leonor Patricia; da S. Torres, Ricardo",,"Nogueira, Keiller (Federal University of Minas Gerais); Santos, Jefersson A. Dos (Federal University of Minas Gerais); Cancian, Leonardo (Sao Paulo State University); Borges, Bruno D. (Sao Paulo State University); Silva, Thiago S. F. (Sao Paulo State University); Morellato, Leonor Patricia (Sao Paulo State University); da S. Torres, Ricardo (State University of Campinas)",1,1,,0.83,,https://app.dimensions.ai/details/publication/pub.1099740335,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
20,100,pub.1084070404,10.1016/j.ecolind.2017.02.037,,,Drivers of fire occurrence in a mountainous Brazilian cerrado savanna: Tracking long-term fire regimes using remote sensing,Ecological Indicators,,,2017-07,2017,78,Sci. Total Environ. 409 2011,270-281,"All OA; Green, Published",Article,"Alvarado, Swanni T.; Fornazari, Tamires; Cóstola, Andresa; Morellato, Leonor Patricia Cerdeira; Silva, Thiago Sanna Freire","Alvarado, Swanni T.","Alvarado, Swanni T. (Sao Paulo State University); Fornazari, Tamires (Sao Paulo State University); Cóstola, Andresa (Sao Paulo State University); Morellato, Leonor Patricia Cerdeira (Sao Paulo State University); Silva, Thiago Sanna Freire (Sao Paulo State University)",18,17,,7.89,https://repositorio.unesp.br/bitstream/11449/178731/1/2-s2.0-85016063964.pdf,https://app.dimensions.ai/details/publication/pub.1084070404,0602 Ecology; 0502 Environmental Science and Management; 0501 Ecological Applications; 05 Environmental Sciences; 06 Biological Sciences,0602 Ecology,0502 Environmental Science and Management,0501 Ecological Applications,05 Environmental Sciences,06 Biological Sciences
21,200,pub.1101281427,10.20396/sbgfa.v1i2017.2221,,,Influência da resolução espacial de modelos digitais de terreno sobre estimativas de insolação anual em uma área de topografia acidentada na Serra do Cipó (MG),,Os Desafios da Geografia Física na Fronteira do Conhecimento,,2017,2017,,,5106-5116,All OA; Gold,Chapter,"de Araújo Alves, Julio; Niemann, Rafaela Soares; Streher, Annia Susin; Silva, Thiago Sanna Freire",,"de Araújo Alves, Julio (); Niemann, Rafaela Soares (); Streher, Annia Susin (); Silva, Thiago Sanna Freire ()",0,0,,,http://ocs.ige.unicamp.br/ojs/sbgfa/article/view/2221/2052,https://app.dimensions.ai/details/publication/pub.1101281427,,,,,,
22,200,pub.1101195791,10.20396/sbgfa.v1i2017.2406,,,Análise comparativa de produtos geoespaciais para monitoramento de precipitação em uma região montanhosa tropical,,Os Desafios da Geografia Física na Fronteira do Conhecimento,,2017,2017,,,2487-2491,All OA; Gold,Chapter,"Sobreiro, João Francisco Ferreira; Streher, Annia Susin; Silva, Thiago Sanna Freire",,"Sobreiro, João Francisco Ferreira (); Streher, Annia Susin (); Silva, Thiago Sanna Freire ()",0,0,,,http://ocs.ige.unicamp.br/ojs/sbgfa/article/view/2406/1697,https://app.dimensions.ai/details/publication/pub.1101195791,,,,,,
23,100,pub.1093646997,10.1109/prrs.2016.7867024,,,Towards Vegetation Species Discrimination by Using Data-Driven Descriptors,,2016 9th IAPR Workshop on Pattern Recogniton in Remote Sensing (PRRS),,2016-12-04,2016,,,1-6,Closed,Proceeding,"Nogueira, Keiller; dos Santos, Jefersson A.; Fornazari, Tamires; Silva, Thiago Sanna Freire; Morellato, Leonor Patricia; da S. Torres, Ricardo",,"Nogueira, Keiller (Federal University of Minas Gerais); dos Santos, Jefersson A. (Federal University of Minas Gerais); Fornazari, Tamires (Sao Paulo State University); Silva, Thiago Sanna Freire (Sao Paulo State University); Morellato, Leonor Patricia (Sao Paulo State University); da S. Torres, Ricardo (State University of Campinas)",3,1,,1.77,,https://app.dimensions.ai/details/publication/pub.1093646997,08 Information and Computing Sciences; 0801 Artificial Intelligence and Image Processing,08 Information and Computing Sciences,0801 Artificial Intelligence and Image Processing,,,
24,100,pub.1051123099,10.1007/s10750-015-2447-2,,,The structuring role of free-floating plants on the fish community in a tropical shallow lake: an experimental approach with natural and artificial plants,Hydrobiologia,,,2016-09,2016,778,1,167-178,"All OA; Green, Published",Article,"Teixeira-de Mello, Franco; de Oliveira, Valdeci Antonio; Loverde-Oliveira, Simoni Maria; Huszar, Vera Lucia M.; Barquín, José; Iglesias, Carlos; Silva, Thiago Sanna Freire; Duque-Estrada, Carlos Henrique; Silió-Calzada, Ana; Mazzeo, Néstor","Teixeira-de Mello, Franco","Teixeira-de Mello, Franco (University of the Republic); de Oliveira, Valdeci Antonio (Federal University of Mato Grosso); Loverde-Oliveira, Simoni Maria (Federal University of Mato Grosso); Huszar, Vera Lucia M. (Federal University of Rio de Janeiro); Barquín, José (University of Cantabria); Iglesias, Carlos (University of the Republic); Silva, Thiago Sanna Freire (Sao Paulo State University); Duque-Estrada, Carlos Henrique (Universidade Federal de Juiz de Fora); Silió-Calzada, Ana (University of Cantabria); Mazzeo, Néstor (University of the Republic)",3,2,,0.78,https://repositorio.unesp.br/bitstream/11449/172151/1/2-s2.0-84945162101.pdf,https://app.dimensions.ai/details/publication/pub.1051123099,0602 Ecology; 06 Biological Sciences,0602 Ecology,06 Biological Sciences,,,
25,200,pub.1051926051,10.1016/j.rse.2015.12.013,,,Dual-season and full-polarimetric C band SAR assessment for vegetation mapping in the Amazon várzea wetlands,Remote Sensing of Environment,,,2016-03,2016,174,ISPRS Journal of Photogrammetry and Remote Sensing 64 5 2009,212-222,"All OA; Green, Published",Article,"de Almeida Furtado, Luiz Felipe; Silva, Thiago Sanna Freire; de Moraes Novo, Evlyn Márcia Leão","de Almeida Furtado, Luiz Felipe","de Almeida Furtado, Luiz Felipe (National Institute for Space Research); Silva, Thiago Sanna Freire (); de Moraes Novo, Evlyn Márcia Leão (National Institute for Space Research)",34,26,,10.06,https://repositorio.unesp.br/bitstream/11449/172337/1/2-s2.0-84951070481.pdf,https://app.dimensions.ai/details/publication/pub.1051926051,09 Engineering; 0909 Geomatic Engineering; 0406 Physical Geography and Environmental Geoscience; 04 Earth Sciences; 0404 Geophysics,09 Engineering,0909 Geomatic Engineering,0406 Physical Geography and Environmental Geoscience,04 Earth Sciences,0404 Geophysics
