,"""About the data: Exported on Nov 01, 2019. Criteria: Researcher is Matthew E Rioux. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.""
",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
10,100,pub.1043196724,10.1016/j.cretres.2014.08.006,,,High precision U–Pb zircon geochronology for Cenomanian Dakota Formation floras in Utah,Cretaceous Research,,,2015-01,2015,52,Nature Geoscience 3 2010,213-237,Closed,Article,"Barclay, Richard S.; Rioux, Matthew; Meyer, Laura B.; Bowring, Samuel A.; Johnson, Kirk R.; Miller, Ian M.","Barclay, Richard S.","Barclay, Richard S. (National Museum of Natural History); Rioux, Matthew (Massachusetts Institute of Technology; University of California, Santa Barbara); Meyer, Laura B. (Massachusetts Institute of Technology); Bowring, Samuel A. (Massachusetts Institute of Technology); Johnson, Kirk R. (Denver Museum of Nature and Science); Miller, Ian M. (Denver Museum of Nature and Science)",4,3,,0.82,,https://app.dimensions.ai/details/publication/pub.1043196724,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
11,100,pub.1035153212,10.1007/978-94-007-6943-4_11,,,EARTHTIME: Teaching Geochronology to High School Students in the USA,Innovations in Science Education and Technology,Geoscience Research and Outreach,,2014,2014,21,,171-189,Closed,Chapter,"Bookhagen, Britta; McLean, Noah; Buchwaldt, Robert; Rioux, Matthew; Dudás, Francis; Bowring, Samuel","Bookhagen, Britta","Bookhagen, Britta (Massachusetts Institute of Technology); McLean, Noah (Massachusetts Institute of Technology); Buchwaldt, Robert (Massachusetts Institute of Technology); Rioux, Matthew (Massachusetts Institute of Technology); Dudás, Francis (Massachusetts Institute of Technology); Bowring, Samuel (Massachusetts Institute of Technology)",1,0,,0.56,,https://app.dimensions.ai/details/publication/pub.1035153212,1303 Specialist Studies In Education; 1302 Curriculum and Pedagogy; 13 Education,1303 Specialist Studies In Education,1302 Curriculum and Pedagogy,13 Education,,
12,100,pub.1033778238,10.1002/jgrb.50139,,,Tectonic development of the Samail ophiolite: High‐precision U‐Pb zircon geochronology and Sm‐Nd isotopic constraints on crustal growth and emplacement,Journal of Geophysical Research Solid Earth,,,2013-05,2013,118,5,2085-2101,All OA; Gold,Article,"Rioux, Matthew; Bowring, Samuel; Kelemen, Peter; Gordon, Stacia; Miller, Robert; Dudás, Frank",,"Rioux, Matthew (Massachusetts Institute of Technology; University of California, Santa Barbara); Bowring, Samuel (Massachusetts Institute of Technology); Kelemen, Peter (Columbia University); Gordon, Stacia (University of Nevada Reno); Miller, Robert (San Jose State University); Dudás, Frank (Massachusetts Institute of Technology)",63,28,,9.6,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1002/jgrb.50139,https://app.dimensions.ai/details/publication/pub.1033778238,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
13,100,pub.1045167788,10.1029/2012jb009273,,,Rapid crustal accretion and magma assimilation in the Oman‐U.A.E. ophiolite: High precision U‐Pb zircon geochronology of the gabbroic crust,Journal of Geophysical Research,,,2012-07,2012,117,B7,n/a-n/a,All OA; Gold,Article,"Rioux, Matthew; Bowring, Samuel; Kelemen, Peter; Gordon, Stacia; Dudás, Frank; Miller, Robert",,"Rioux, Matthew (Massachusetts Institute of Technology); Bowring, Samuel (Massachusetts Institute of Technology); Kelemen, Peter (Lamont-Doherty Earth Observatory); Gordon, Stacia (University of Nevada Reno); Dudás, Frank (Massachusetts Institute of Technology); Miller, Robert (San Jose State University)",57,14,,9.51,http://onlinelibrary.wiley.com/doi/10.1029/2012JB009273/pdf,https://app.dimensions.ai/details/publication/pub.1045167788,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
14,100,pub.1044489126,10.1038/ngeo1378,,,Protracted timescales of lower crustal growth at the fast-spreading East Pacific Rise,Nature Geoscience,,,2012-04,2012,5,4,275-278,"All OA; Green, Accepted & Submitted",Article,"Rioux, Matthew; Johan Lissenberg, C.; McLean, Noah M.; Bowring, Samuel A.; MacLeod, Christopher J.; Hellebrand, Eric; Shimizu, Nobumichi","Rioux, Matthew","Rioux, Matthew (Massachusetts Institute of Technology); Johan Lissenberg, C. (Cardiff University); McLean, Noah M. (Massachusetts Institute of Technology); Bowring, Samuel A. (Massachusetts Institute of Technology); MacLeod, Christopher J. (Cardiff University); Hellebrand, Eric (University of Hawaii at Manoa); Shimizu, Nobumichi (Woods Hole Oceanographic Institution)",37,7,,6.17,http://darchive.mblwhoilibrary.org/bitstream/1912/5181/1/Rioux_et_al_NG_2012.pdf,https://app.dimensions.ai/details/publication/pub.1044489126,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
15,100,pub.1024545446,10.1130/g31698.1,,,Paleomagnetic and geochronological evidence for large-scale post–1.88 Ga displacement between the Zimbabwe and Kaapvaal cratons along the Limpopo belt,Geology,,,2011-05,2011,39,5,487-490,Closed,Article,"Hanson, Richard E.; Rioux, Matthew; Gose, Wulf A.; Blackburn, Terrence J.; Bowring, Samuel A.; Mukwakwami, Joshua; Jones, Dai L.",,"Hanson, Richard E. (Texas Christian University); Rioux, Matthew (Massachusetts Institute of Technology); Gose, Wulf A. (The University of Texas at Austin); Blackburn, Terrence J. (Massachusetts Institute of Technology); Bowring, Samuel A. (Massachusetts Institute of Technology); Mukwakwami, Joshua (Laurentian University); Jones, Dai L. ()",19,3,,2.39,,https://app.dimensions.ai/details/publication/pub.1024545446,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
16,200,pub.1056348252,10.1029/2010tc002798,,,"Thermochronology of the Talkeetna intraoceanic arc of Alaska: Ar/Ar, U-Th/He, Sm-Nd, and Lu-Hf dating",Tectonics,,,2011-02,2011,30,1,,"All OA; Green, Accepted & Submitted",Article,"Hacker, B. R.; Kelemen, Peter B.; Rioux, Matthew; McWilliams, Michael O.; Gans, Philip B.; Reiners, Peter W.; Layer, Paul W.; Söderlund, Ulf; Vervoort, Jeffrey D.",,"Hacker, B. R. (University of California System); Kelemen, Peter B. (Lamont-Doherty Earth Observatory); Rioux, Matthew (University of California System); McWilliams, Michael O. (Commonwealth Scientific and Industrial Research Organisation); Gans, Philip B. (University of California System); Reiners, Peter W. (University of Arizona); Layer, Paul W. (University of Alaska Fairbanks); Söderlund, Ulf (Lund University); Vervoort, Jeffrey D. (Washington State University)",11,5,,1.56,http://www.geol.ucsb.edu/faculty/hacker/viz/Hacker11_Talkeetna_arc_geochronology.pdf,https://app.dimensions.ai/details/publication/pub.1056348252,0403 Geology; 04 Earth Sciences; 0404 Geophysics,0403 Geology,04 Earth Sciences,0404 Geophysics,,
17,100,pub.1026418438,10.1007/s00410-010-0507-1,,,Characterizing the U–Pb systematics of baddeleyite through chemical abrasion: application of multi-step digestion methods to baddeleyite geochronology,Contributions to Mineralogy and Petrology,,,2010-11,2010,160,5,777-801,Closed,Article,"Rioux, Matthew; Bowring, Samuel; Dudás, Frank; Hanson, Richard","Rioux, Matthew","Rioux, Matthew (Massachusetts Institute of Technology); Bowring, Samuel (Massachusetts Institute of Technology); Dudás, Frank (Massachusetts Institute of Technology); Hanson, Richard (Texas Christian University)",35,8,,3.65,,https://app.dimensions.ai/details/publication/pub.1026418438,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
18,100,pub.1029104104,10.1029/2010tc002798,,,"Thermochronology of the Talkeetna intraoceanic arc of Alaska: Ar/Ar, U‐Th/He, Sm‐Nd, and Lu‐Hf dating",Tectonics,,,2010-06,2010,29,3,,"All OA; Green, Accepted & Submitted",Article,"Hacker, B. R.; Kelemen, Peter B.; Rioux, Matthew; McWilliams, Michael O.; Gans, Philip B.; Reiners, Peter W.; Layer, Paul W.; Söderlund, Ulf; Vervoort, Jeffrey D.",,"Hacker, B. R. (University of California, Santa Barbara); Kelemen, Peter B. (Columbia University); Rioux, Matthew (University of California, Santa Barbara; Massachusetts Institute of Technology); McWilliams, Michael O. (Commonwealth Scientific and Industrial Research Organisation); Gans, Philip B. (University of California, Santa Barbara); Reiners, Peter W. (University of Arizona); Layer, Paul W. (University of Alaska Fairbanks); Söderlund, Ulf (Lund University); Vervoort, Jeffrey D. (Washington State University)",0,0,,0,http://www.geol.ucsb.edu/faculty/hacker/viz/Hacker11_Talkeetna_arc_geochronology.pdf,https://app.dimensions.ai/details/publication/pub.1029104104,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
19,100,pub.1014754452,10.1029/2009tc002541,,,"Intermediate to felsic middle crust in the accreted Talkeetna arc, the Alaska Peninsula and Kodiak Island, Alaska: An analogue for low‐velocity middle crust in modern arcs",Tectonics,,,2010-06,2010,29,3,,"All OA; Green, Published",Article,"Rioux, Matthew; Mattinson, James; Hacker, Bradley; Kelemen, Peter; Blusztajn, Jurek; Hanghøj, Karen; Gehrels, George",,"Rioux, Matthew (University of California, Santa Barbara; Massachusetts Institute of Technology); Mattinson, James (University of California, Santa Barbara); Hacker, Bradley (University of California, Santa Barbara); Kelemen, Peter (Columbia University); Blusztajn, Jurek (Woods Hole Oceanographic Institution); Hanghøj, Karen (Columbia University; Woods Hole Oceanographic Institution); Gehrels, George (University of Arizona)",42,9,,4.19,http://darchive.mblwhoilibrary.org/bitstream/1912/3876/1/2009TC002541.pdf,https://app.dimensions.ai/details/publication/pub.1014754452,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
20,400,pub.1062459160,10.1126/science.1167330,19179492,,Zircon Dating of Oceanic Crustal Accretion,Science,,,2009-02-20,2009,323,5917,1048-1050,Closed,Article,"Lissenberg, C. Johan; Rioux, Matthew; Shimizu, Nobumichi; Bowring, Samuel A.; Mével, Catherine",,"Lissenberg, C. Johan (Institute of Earth Physics of Paris; Woods Hole Oceanographic Institution); Rioux, Matthew (Massachusetts Institute of Technology); Shimizu, Nobumichi (Woods Hole Oceanographic Institution); Bowring, Samuel A. (Massachusetts Institute of Technology); Mével, Catherine (Institute of Earth Physics of Paris)",56,8,0.03,10.25,,https://app.dimensions.ai/details/publication/pub.1062459160,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
21,100,pub.1049450263,10.1029/2007jb005208,,,Reconstruction of the Talkeetna intraoceanic arc of Alaska through thermobarometry,Journal of Geophysical Research,,,2008,2008,113,B3,,All OA; Gold,Article,"Hacker, Bradley R.; Mehl, Luc; Kelemen, Peter B.; Rioux, Matthew; Behn, Mark D.; Luffi, Peter",,"Hacker, Bradley R. (University of California, Santa Barbara); Mehl, Luc (University of California, Santa Barbara; Woods Hole Oceanographic Institution); Kelemen, Peter B. (Columbia University); Rioux, Matthew (University of California, Santa Barbara; Massachusetts Institute of Technology); Behn, Mark D. (Woods Hole Oceanographic Institution); Luffi, Peter (California Institute of Technology; Rice University)",58,11,,5.72,https://agupubs.onlinelibrary.wiley.com/doi/pdf/10.1029/2007JB005208,https://app.dimensions.ai/details/publication/pub.1049450263,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
22,100,pub.1006075408,10.1130/b25964.1,,,"Magmatic development of an intra-oceanic arc: High-precision U-Pb zircon and whole-rock isotopic analyses from the accreted Talkeetna arc, south-central Alaska",Geological Society of America Bulletin,,,2007-09-01,2007,119,9-10,1168-1184,Closed,Article,"Rioux, Matthew; Hacker, Bradley; Mattinson, James; Kelemen, Peter; Blusztajn, Jurek; Gehrels, George",,"Rioux, Matthew (University of California, Santa Barbara); Hacker, Bradley (University of California, Santa Barbara); Mattinson, James (University of California, Santa Barbara); Kelemen, Peter (Lamont-Doherty Earth Observatory); Blusztajn, Jurek (Woods Hole Oceanographic Institution); Gehrels, George (University of Arizona)",64,12,,6.37,,https://app.dimensions.ai/details/publication/pub.1006075408,04 Earth Sciences; 0403 Geology; 0402 Geochemistry,04 Earth Sciences,0403 Geology,0402 Geochemistry,,
23,200,pub.1088798880,10.1130/2007.2431(11),,,U-Pb geochronology of volcanic rocks from the Jurassic Talkeetna Formation and detrital zircons from prearc and postarc sequences: Implications for the age of magmatism and inheritance in the Talkeetna arc,,Special Paper 431: Tectonic Growth of a Collisional Continental Margin: Crustal Evolution of Southern Alaska,,2007,2007,431,,253-271,Closed,Chapter,"Amato, Jeffrey M.; Rioux, Matthew E.; Kelemen, Peter B.; Gehrels, George E.; Clift, Peter D.; Pavlis, Terry L.; Draut, Amy E.",,"Amato, Jeffrey M. (); Rioux, Matthew E. (); Kelemen, Peter B. (); Gehrels, George E. (); Clift, Peter D. (); Pavlis, Terry L. (); Draut, Amy E. ()",18,3,,,,https://app.dimensions.ai/details/publication/pub.1088798880,,,,,,
24,100,pub.1035887199,10.1130/b25575.1,,,"Sedimentology and provenance of the Upper Jurassic Naknek Formation, Talkeetna Mountains, Alaska: Bearings on the accretionary tectonic history of the Wrangellia composite terrane",Geological Society of America Bulletin,,,2005,2005,117,5-6,570-588,Closed,Article,"Tropaff, Jeffrey M.; Szuch, Darren A.; Rioux, Matthew; Blodgett, Robert B.",,"Tropaff, Jeffrey M. (Bucknell University); Szuch, Darren A. (Bucknell University); Rioux, Matthew (University of California, Santa Barbara); Blodgett, Robert B. (United States Geological Survey)",43,8,,4.19,,https://app.dimensions.ai/details/publication/pub.1035887199,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
25,100,pub.1026419002,10.1130/g21822.1,,,Subduction erosion of the Jurassic Talkeetna-Bonanza arc and the Mesozoic accretionary tectonics of western North America,Geology,,,2005,2005,33,11,881-884,Closed,Article,"Clift, Peter D.; Pavlis, Terry; DeBari, Susan M.; Draut, Amy E.; Rioux, Matthew; Kelemen, Peter B.",,"Clift, Peter D. (University of Aberdeen); Pavlis, Terry (University of New Orleans); DeBari, Susan M. (Western Washington University); Draut, Amy E. (University of California, Santa Cruz); Rioux, Matthew (University of California, Santa Barbara); Kelemen, Peter B. (Lamont-Doherty Earth Observatory)",57,9,,5.55,,https://app.dimensions.ai/details/publication/pub.1026419002,04 Earth Sciences; 0403 Geology,04 Earth Sciences,0403 Geology,,,
